estandar	dialectal	whisper
una	una	la
florina	florina	florina
o	o	o
~…	~…	pero
pero	pero	nada,
na	na	en
~,	~,	este
entre	entre	caso
que	que	que
ya	ya	nada.
~…	~…	Así
Casi	Casi	que
que	que	es
nada	nada	mejor
~.	~.	ahora
Así	Así	que
que	que	vamos
es	es	a
mejor	mejor	alegres,
ahora	ahora	vamos
que	que	de
van	van	blanco
más	más	oña,
alegres	alegres	es
~,	~,	mejor
van	van	hombre,
de	de	porque
blanco	blanco	aquí
~,	~,	vamos
~¡~	~¡~	ya
oña	oña	por
~!	~!	un
Y	Y	tierra.
es	es	Que
mejor	mejor	no
~,	~,	alegre
hombre	hombre	todo
~.	~.	así,
Lo	Lo	porque
otro	otro	si
parece	parece	van
ya	ya	a
que	que	decorar,
íbamos	íbamos	no
pa	pa	hay
un	un	vací
entierro	entierro	de
~.	~.	gris
[V-Sml]	[V-Sml]	pero
De	De	porque
negro	negro	mira
todas	todas	el
~,	~,	quién
[V-Sml]	[V-Sml]	es
pocas	pocas
iban	iban
de	de
color	color
~.	~.
Alguna	Alguna
iba	iba
así	así
de	de
~,	~,
de	de
~,	~,
de	de
gris	gris
~,	~,
pero	pero
pocas	pocas
~.	~.
Mira	Mira
los	los
~,	~,
los	los
guisa-	guisa-
~…	~…
[A-Crt]	[A-Crt]
