estandar	dialectal	whisper
estudiar	estudiar	Estudian,
no	no	ni
quieren	quieren	generes,
~…	~…	ni
ni	ni	generes,
quieren	quieren	trabajan
estudiar	estudiar	en
ni	ni	nada
quieren	quieren	para
trabajar	trabajar	llegar
ni	ni	a
nada	nada	dinero,
~.	~.	y
El	El	yo
padre	padre	tengo
gana	gana	el
dinero	dinero	hogar
~,	~,	que
y	y	yo
yo	yo	gano
tengo	tengo	de
hijos	hijos	tener,
que	que	esto
yo	yo	va
gano	gano	mal,
dinero	dinero	esta
y	y	nación
yo	yo	va
~…	~…
Esto	Esto
~,	~,
esto	esto
va	va
mal	mal
~,	~,
esta	esta
canción	canción
va	va
mal	mal
~.	~.
