estandar	dialectal	whisper
Se	Se	se
hacía	hacía	hacía
el	el	en
novenario	novenario	novenario
de	de	de
misas	misas	misas
~,	~,	como
como	como	se
se	se	hacía
hace	hace	ahora
ahora	ahora	9
~,	~,	días,
nueve	nueve	9
días	días	días
~,	~,	de
nueve	nueve	misa
~…	~…	y
días	días	un
de	de	posiso
misa	misa	o
		algo
y	y	que
~…	~…	lo
~,	~,	que
pos	pos	es,
eso	eso	un
~,	~,	ahora
igual	igual	el
que	que	bilbano
lo	lo	es
que	que	acceso
es	es	pero
~…	~…	aquí
~,	~,	se
bueno	bueno	hace,
~,	~,	9
ahora	ahora	días
en	en	de
Bilbao	Bilbao	misas
no	no	tenemos,
se	se	novenario
hace	hace	que
eso	eso	se
~,	~,	llama,
pero	pero	9
aquí	aquí	domingos
se	se	se
hace	hace	hacen
eso	eso	misas,
que	que	lo
~…	~…	que
Nueve	Nueve	al
días	días	año
de	de	que
misas	misas	se
tenemos	tenemos	ha
~.	~.	podido
Novenario	Novenario	eñar,
que	que	que
se	se	se
llama	llama	hace
~.	~.	entre
Nueve	Nueve	los
domingos	domingos	sitios,
te	te
hacen	hacen
~…	~…
nueve	nueve
~…	~…
misas	misas
~.	~.
Luego	Luego
al	al
año	año
~,	~,
pues	pues
el	el
pago	pago
de	de
año	año
~,	~,
que	que
eso	eso
se	se
hace	hace
en	en
todos	to
los	los
sitios	sitios
~.	~.
