estandar	dialectal	whisper
Con	Con	con
al-	al-	unas
~,	~,	cuerdas,
con	con	pues
alguna	alguna	ataba
~,	~,	las
con	con	cuatro
unas	unas	patas.
cuerdas	cuerdas	Primero,
~,	~,	la
pues	pues	cojías
ataba	ataba	una,
las	las	la
cuatro	cuatro	acuerda
patas	patas	se
~,	~,	ponía
primero	primero	en
le	le	la
cogías	cogías	tripa
una	una	de
~,	~,	la
la	la	huéja.
cuerda	cuerda	Y
se	se	aquí
ponía	ponía	un
en	en	lado
la	la	y
tripa	tripa	aquí
de	de	otro
la	la	de
oveja	oveja	la
~,	~,	cuerdas.
y	y	Y
entonces	entonces	aquí
pues	pues	una
~,	~,	pata
aquí	aquí	y
un	un	aquí
lao	lao	hay
y	y	otras
aquí	aquí	cruzadas.
otro	otro	Y
de	de	entonces
la	la	la
cuerda	cuerda	otra
~,	~,	igual
y	y	cruzada,
entonces	entonces	la
aquí	aquí	daba
una	una	a
pata	pata	media
y	y	vuelta
allí	allí	por
otra	otra	abajo
~,	~,	entre
cruzadas	cruzás	media.
~,	~,	La
y	y	cías
entonces	entonces	una
la	la	luz
otra	otra	y
igual	igual	una
~,	~,	lazada,
cruzadas	cruzás	la
~,	~,	cojía
las	las	al
dabas	dabas	esquilador
media	media	y
vuelta	vuelta	ya
por	por	por
~,	~,	la
por	por	esquilada.
abajo	abajo	Es
~,	~,	que
así	así	la
entre	entre	daba,
medias	medias	la
~,	~,	terminaba,
le	le	la
hacías	hacías	volvía
una	una	a
~,	~,	soltar
un	un	y
nudo	nudo	a
y	y	por
una	una
lazada	lazá
~,	~,
la	la
cogía	cogía
el	el
esquilador	esquilador
y	y
ya	ya
pues	pues
la	la
esquilaba	esquilaba
~.	~.
Esquilaba	Esquilaba
~,	~,
la	la
terminaba	terminaba
~,	~,
la	la
volvías	volvías
a	a
soltar	soltar
[HS:E	[HS:E
		¿~			¿~
Y	Y
nunca	nunca
~…	~…
~|	~|
		]			]
y	y
~,	~,
y	y
a	a
por	por
otra	otra
~.	~.
