estandar	dialectal	whisper
De	De	de
todo	todo	todo
~,	~,	y
de	de	antes
todo	todo	igual,
~.	~.	se
Y	Y	nos
antes	antes	venía
igual	igual	a
~,	~,	un
antes	antes	que
venía	venía	la
un	un	peja
~…	~…	te
~,	~,	había
que	que	hasta
la	la	va
pescatería	pescatería	ir
estaba	estaba	la
ahí	ahí	plaza
en	en	y
la	la	venía
plaza	plaza	también,
y	y	dejado
venía	venía	de
también	también	toda
pescao	pescao	clase,
de	de	siempre
toda	toda	ha
clase	clase	venido
~.	~.	que
Siempre	Siempre	o
ha	ha	sent
venido	venío	There's
pescao	pescao	Cry
de	de	Pny,
toda	toda	¿
la	la	EN
clase	clase
~,	~,
ya	ya
~.	~.
