estandar	dialectal	whisper
Pues	Pues	¿Y
el	el	el
cajón	cajón	trajo
de	de	de
lavar	lavar	la
~.	~.	barra?
No	No	No,
~,	~,	la
la	la	taja
taja	taja	era
era	era	de
la	la	la
tajuela	tajuela	tajuela,
~,	~,	tajuela.
tajuela	tajuela	Y
~.	~.	llevaba
Llevaba	Llevaba	una
una	una	tajuela,
tajuela	tajuela	que
~,	~,	era
aquí	aquí	una
no	no	tajuela,
se	se	que
decía	decía	se
taja	taja	arrodillaba
~,	~,	y
se	se	adiraba.
decía	decía	Y
tajuela	tajuela	van
~.	~.	a
Una	Una	unos
tajuela	tajuela	pozos
que	que	grandes
se	se	que
arrodillaban	arrodillaban	había
y	y	allí
allí	allí	lejos,
lavaban	lavaban	pero
~;	~;	aquí
iban	iban	había
a	a	muy
unos	unos	poca
pozos	pozos	agua
grandes	grandes	entonces.
que	que	Y
había	había	van
allí	allí	allí,
lejos	lejos	llevaba
porque	porque	la
aquí	aquí	cabeza
había	había	de
mu	mu	esto
poca	poca	y
agua	agua	llevaba
entonces	entonces	el
~,	~,	cubo
no	no	para
había	había	meterle
agua	agua	a
~,	~,	la
y	y
iban	iban
allí	allí
y	y
llevaban	llevaban
aquí	aquí
la	la
cabeza	cabeza
esto	esto
~.	~.
Y	Y
luego	luego
al	al
brazo	brazo
llevaban	llevaban
el	el
cubo	cubo
pa	pa
meter	meter
lejía	lejía
o	o
pa	pa
~…	~…
