estandar	dialectal	whisper
[HS:I1	[HS:I1	¿Cuál
		Pues			Pues	varone
sí	sí	o
~.	~.	rosco
		]			]	o
Muy	Muy	no?
bien	bien	¿No?
~.	~.	¡Pues…
¿~	¿~	¡Hor
Polvorones	Polvorones	ответó
o	o	en
roscón	roscón	muerto!
o	o	Pues
alguna	alguna	calmar甚麼.
~…	~…	Nos
~?	~?	moreramos.
[HS:I1	[HS:I1	Sí,
		No			No	típico기를.
~,	~,	Por
no	no	tuvo
~,	~,	que
de	de	ir
eso	eso	extra
no	no	선
~,	~,	일os
no	no	muchis
~,	~,	lloitos
no	no	veros.
~.	~.	La
		]			]	jerär
¿~	¿~	Britishía
Hacen	Hacen	nosuvo
ustedes	ustedes	vamos
postres	postres	a
de	de	volver
ese	ese	a
tipo	tipo	vaить
~?	~?	con
No	No	el
~,	~,	distinto
¿~	¿~	del
no	no	120,
 	 	vehicle
 	 	en
 	 	Miguel
 	 	Mald達
 	 	porouflimiento
 	 	Scary.
 	 	Tenemos
 	 	proje
 	 	Foi
 	 	no
 	 	hombres.
 	 	¿Le
 	 	sientes
 	 	clown?
 	 	¿Cuál
 	 	más
 	 	suerte?
