estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	no.
~.	~.	Ahora,
Ahora	Ahora	cuando
~,	~,	estaba
cuando	cuando	mostocando
estábamos	estábamos	en
tocando	tocando	Zaragoza
en	en	o
~,	~,	Foderia
en	en	Bajo
~…	~…	y
Zaragoza	Zaragoza	teníamos
o	o	que
por	por	ir
ahí	ahí	a
abajo	abajo	Francia,
~,	~,	mirar
y	y	en
teníamos	teníamos	el
que	que	sistema,
ir	ir	que
a	a	empezara
Francia	Francia	a
~…	~…	tocar,
~,	~,	sin
~¡~	~¡~	haber
puf	puf
~!	~!
Mira	Mira
~,	~,
a	a
veces	veces
tenías	tenías
que	que
empezar	empezar
a	a
tocar	tocar
sin	sin
haber	haber
dormido	dormido
~.	~.
Sí	Sí
~,	~,
sí	sí
~,	~,
sí	sí
~,	~,
sí	sí
~,	~,
sí	sí
~.	~.
[HS:E1	[HS:E1
		Madre			Madre
mía	mía
~.	~.
		]			]
