estandar	dialectal	whisper
Pues	Pues	La
aprendíamos	aprendíamos	aprendíamos
~,	~,	sumar,
[R-Vhc]	[R-Vhc]	restalí
sumar	sumar	multiplicar,
~,	~,	las
restar	restar	cuatro
y	y	reglas.
multiplicar	multiplicar	Y
~,	~,	más
las	las	y
cuatro	cuatro	menos.
reglas	reglas	O
~,	~,	problemas
ni	ni	también
más	más	os
ni	ni	enseñaba,
menos	menos	o
~,	~,	más
o	o	nada.
problemas	poblemas	¿Verdad
también	también	que
nos	nos	no?
enseñaban	enseñaban	Y
~,	~,	coser
lo	lo	también
demás	emás	es
nada	nada	sí.
~.	~.	A
[HCruz:	[HCruz:	mí
		¿~			¿~	me
Verdá	Verdá	hacía
que	que	llevar
no	no	donabás...
~?	~?	Carse
		]			]	tinde
[HS:I2	[HS:I2	de
		Y			Y	mis
coser	coser	hermanos
~.	~.	a
		]			]	ser
Y	Y	pasar.
coser	coser	O
también	también	hacer
~,	~,	un
eso	eso	costación,
sí	sí	con
~.	~.	binación
A	A	y
mí	mí	también
me	me	nacíamos.
hacía	hacía	Con
llevar	llevar	binación
doña	doña	no
		sé
Anonimizado	Anonimizado	qué
		hacía
calcetines	calcetines	aquí.
de	de	Aquí
mis	mis	un
hermanos	hermanos	rachad
a	a	y
repasar	repasar	dacia
~,	~,	de
[HS:E2	[HS:E2	costación.
		[Asent]			[Asent]	Eso
~.	~.
		]			]
o	o
hacer	hacer
incrustación	incustración
~;	~;
combinaciones	combinaciones
también	también
hacíamos	hacíamos
~.	~.
Combinaciones	Combinaciones
[A-PIn:	[A-PIn:
		esas			esas
		]			]
que	que
las	las
ponían	ponían
aquí	aquí
~,	~,
aquí	aquí
un	un
[RISAS]	[RISAS]
[A-Inn]	[A-Inn]
y	y
hace	hace
incrustación	incustración
~,	~,
[HS:E2	[HS:E2
		[Asent]			[Asent]
~.	~.
		]			]
eso	eso
sí	sí
~.	~.
