estandar	dialectal	whisper
Aquí	Aquí	No
no	no	institute
había	había	ni
baile	baile	surprising
~,	~,	a
había	había	dónde
baile	baile	algobaja...
~…	~…	No
era	era	adhere
~,	~,	a
era	era	un
yo	yo	petita,
pequeño	pequeño	esto
cuando	cuando	nos
había	había	onze
baile	baile	por
~.	~.	acá.
Después	Después	para
hubo	hubo	laelijkidad.
salón	salón	Este
aquí	aquí	es
en	en	mejor
este	este	ideal
pueblo	pueblo	para
también	también	eso
~.	~.	no
Sí	Sí	se
~,	~,	merbe.
un	un	decentoiringo,
salón	salón	saludada.
ahí	ahí	Ven
~.	~.	paraect
 	 	Enrique...
 	 	Nuhair.
 	 	di
 	 	хорошо.
 	 	di
 	 	li
 	 	нар
 	 	justice
 	 	este
 	 	vídeo
