estandar	dialectal	whisper
Había	Había	había
parteras	parteras	parte
y	y	de
eso	eso	la
~,	~,	gente,
no	no	eso
había	había	no
otra	otra	es
cosa	cosa	de
~.	~.	otra
Ahora	Ara	cosa.
ya	ya	Ahora
van	van	ya
a	a	van
parir	parí	a
al	al	aparir
~…	~…	a
~,	~,	la
al	al	hospital,
hospital	hospital	que
~,	~,	lo
que	que	veo
lo	lo	bien,
veo	veo	visto
bien	bien	lo
visto	visto	veo,
~,	~,	o
yo	yo	me
lo	lo	haría.
veo	veo	Pero
[A-PIn:	[A-PIn:	entonces
		de			de	era
maravilla	maravilla	que
~.	~.	me
		]			]	cico
Pero	Pero	aquí
entonces	entonces	no
era	era
aquí	aquí
~.	~.
Mis	Mis
hijos	hijos
aquí	aquí
nacieron	nacieron
~.	~.
