estandar	dialectal	whisper
Pues	Pues	Pues
el	el	el
chorizo	chorizo	chorizo
~…	~…	se
se	se	va
van	van	cortando
cortando	cortando	cuando
~…	~…	vas
Cuando	Cuando	partiendo
vas	vas	el
partiendo	partiendo	cerdo,
el	el	ya
cerdo	cerdo	vas
~,	~,	apartando
ya	ya	para
vas	vas	un
apartando	apartando	recipiente,
pa	pa	la
un	un	carne
~…	~…	que
recipiente	recipiente	te
la	la	parece
carne	carne	que
que	que	es
te	te	mejor
parece	parece	hebra,
que	que	un
es	es	poco
mejor	mejor	de
~.	~.	tosino
Hebra	Hebra	para
~.	~.	mezclar
Un	Un	el
po-	po-	tosino
~,	~,	y
poco	poco	la
de	de	hebra.
tocino	tocino	Y
para	para	entonces
mezclar	mezclar	eso
el	el	hay
~,	~,	que
el	el	picarlo
~,	~,	y
el	el	tienes
~,	~,	una
el	el	máquina
tocino	tocino	para
y	y	picarlo
la	la	y
hebra	hebra	después
~.	~.	que
Y	Y	le
entonces	entonces	he
eso	eso	hecho
hay	hay	eso.
que	que	O
picarlo	picarlo	pues
~,	~,	se
tienes	tienes	he
una	una	hecho
máquina	máquina	de
pa	pa	sal,
picarlo	picarlo	es
~.	~.	que
Y	Y	está
después	después	todo
que	que	picalito,
le	le	lo
echas	echas	tienes
eso	eso	de
~,	~,	un
pues	pues	recipiente,
échasle	échasle	le
sal	sal	he
~,	~,	hecho
desde	desde	a
que	que	sal,
está	está	más
todo	todo	o
picadito	picadito	menos,
~,	~,	ya
la	la	saben
tienes	tienes	las
en	en	mujeres
un	un	lo
~,	~,	que
en	en	necesita
un	un	el
recipiente	recipiente	calacerno,
~.	~.	tantos
Le	Le	cuñadores
echas	echas	de
sal	sal	sal,
~,	~,	por
más	más	ejemplo.
o	o	Miren
menos	menos	así,
ya	ya	no
sabes	sabes	usables.
~,	~,	Y
ya	ya	entonces
saben	saben	este
las	las	cerdo
mujeres	mujeres	pues
lo	lo	necesita
~,	~,	seis
lo	lo	cuñadores
~,	~,	de
lo	lo	sal,
que	que	lo
~,	~,	que
lo	lo	coge
~,	~,	con
lo	lo	la
que	que	mano.
necesita	necesita	Y
el	el	después
~…	~…	pimiento,
cada	cada	pimiento
cerdo	cerdo	dulce
~.	~.	y
[HS:E1	[HS:E1	pimiento
		[Asent]			[Asent]	picante,
~.	~.	picante
		]			]	hay
Tantos	Tantos	que
puñados	puñados	tener
de	de	cuidado
sal	sal	con
~,	~,	él
por	por	porque
ejemplo	ejemplo	si
~.	~.	he
Miden	Miden	hecho
así	así	mucho
~,	~,	picante
¿~	¿~	hay
[L-Otra:	[L-Otra:	niños
		nun			nun	ya
		]			]	no
sabes	sabes	pueden
~?	~?	comerlo,
[HS:E1	[HS:E1	ahí
		[Asent]			[Asent]	es
~.	~.	el
		]			]	custom
Y	Y	de
entonces	entonces	100
este	este	días,
~,	~,	aquí
este	este	tenemos
cerdo	cerdo	niños,
pues	pues	hay
necesita	necesita	que
~…	~…	no
se-	se-	echar
~,	~,	mucho
seis	seis	picante
puños	puños	porque
de	de	después
sal	sal	no
~…	~…	me
Lo	Lo	come
que	que	el
coge	coge	chorizo
con	con	a
~,	~,	los
con	con	niños
la	la	y
mano	mano	después
~.	~.	eso
Y	Y	hay
después	después	que...
pimiento	pimiento	Me
~,	~,	se
pimiento	pimiento	lo
dulce	dulce	había
y	y	mecido
pimiento	pimiento	todo,
picante	picante	tener
~.	~.	oye
Picante	Picante	unos
hay	hay	dos
que	que	días,
tener	tener	todos
cuidado	cuidao	los
con	con	días
él	él	tienes
porque	porque	que
~…	~…	darle
si	si	una
echas	echas	vuelta
mucho	mucho	para
picante	picante	que
~,	~,	quede
hay	hay	todo
niños	niños	bien.
~…	~…	Que
ya	ya	que
[L-Otra:	[L-Otra:	todo
		nun			nun	bien,
		]			]	bien,
pueden	pueden	bien,
comerlo	comerlo	ya
~.	~.	hay
Hay	Hay	que
ese	ese	compártos,
costumbre	costumbre	sí
de	de	señor.
decir	decir	Ya
~:	~:	la
«~	«~	después
Mira	Mira	a
~,	~,	los
ha-	ha-	dos,
~,	~,	tres
hay	hay	días
~,	~,	hay
aquí	aquí	que
tenemos	tenemos	hacer
niños	niños	los
~,	~,	chorizos,
hay	hay	ya
que	que	hacen
no	no	los
echar	echar	chorizos,
mucho	mucho	ya
picante	picante	tienes
~…	~…	cordilla
porque	porque	y
después	después	después
no	no	vas
me	me	colgándolos
comen	comen	para
el	el	que
chorizo	chorizo
los	los
niños	niños
~»	~»
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Y	Y
después	después
esos	esos
hay	hay
que	que
~…	~…
mecerlo	mecerlo
bien	bien
mecido	mecido
~,	~,
todo	todo
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
tenerlo	tenerlo
así	así
unos	unos
dos	dos
días	días
~.	~.
Todos	Todos
los	los
días	días
tienes	tienes
que	que
darle	darle
una	una
vuelta	vuelta
~,	~,
pa	pa
que	que
quede	quede
todo	todo
bien	bien
~…	~…
que	que
quede	quede
todo	todo
bien	bien
~,	~,
bien	bien
~…	~…
~,	~,
[HS:E1	[HS:E1
		Comp-			Comp-
		]			]
re-	re-
~,	~,
[HS:E1	[HS:E1
		Compacto			Compacto
~.	~.
		]			]
~.	~.
compacto	compacto
~;	~;
sí	sí
~,	~,
señor	señor
~.	~.
Y	Y
~,	~,
hala	hala
~,	~,
después	después
a	a
los	los
~…	~…
dos	dos
~,	~,
tres	tres
días	días
hay	hay
que	que
hacer	hacer
los	los
chorizos	chorizos
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Se	Se
hacen	hacen
los	los
chorizos	chorizos
~,	~,
ya	ya
tienes	tienes
cordilla	cordilla
y	y
el	el
~…	~…
y	y
después	después
vas	vas
co-	co-
~,	~,
colgándolos	colgándolos
pa	pa
que	que
~,	~,
para	para
que	que
se	se
curen	curen
~.	~.
