estandar	dialectal	whisper
Que	Que	Y
no	no	no
es	es	es
[HS:I3	[HS:I3	como
		[A-Inn]			[A-Inn]	el
		]			]	otro
como	como	lo
en	en	que
otros	otros	vaya
laos	laos	en
que	que	castillos
vas	vas	de
y	y	los
hay	hay	antiguos
castillos	castillos	y
de	de	estas
los	los	cosas,
antiguos	antiguos	porque
y	y	ahora
todas	to	me
esas	esas	metan
cosas	cosas	los
porque	porque	otros
ahora	ahora	principales
bemos	habemos	de
estao	estao	guerra,
nosotros	nosotros	me
por	por	metao
esa	esa	con
parte	parte	el
de	de	rícolía
Huelva	Huelva	y
~,	~,	me
bemos	bemos	metao
estao	estao	viendo
cuatro	cuatro	castillos
o	o	de
cinco	cinco	los
días	días	que
y	y	hacían
~…	~…	antes
bemos	bemos	los
estao	estao	romanos
viendo	viendo	y
castillos	castillos	saintes,
de	de	pero
los	los	aquí
que	que	no
hacían	hacían	te
antes	antes	pongo
los	los	una
~,	~,
[PS]	[PS]
los	los
este	este
la	la
~|	~|
los	los
romanos	romanos
y	y
esa	esa
gente	gente
y	y
~…	~…
pero	pero
aquí	aquí
en	en
este	este
pueblo	pueblo
no	no
hay	hay
cosas	cosas
de	de
esas	esas
~.	~.
