estandar	dialectal	whisper
De	De	de
~…	~…	la
lo	lo	Ocogende
cogen	cogen	aquí
de	de	en
aquí	aquí	las
~,	~,	Viberas
de	de	del
las	las	Río,
riberas	riberas	también
del	del	se
río	río	clía,
~,	~,	aquí
que	que	en
también	también	la
[HS:E1	[HS:E1	Réa
		¿~			¿~	y
Aquí	Aquí	su
mismo	mismo	tiempo,
~?	~?	que
		]			]	el
se	se	tiempo
cría	cría	de
~.	~.	coger
Sí	Sí	el
~,	~,	oregano
aquí	aquí
en	en
la	la
r-	r-
~…	~…
Hay	Hay
su	su
tiempo	tiempo
~,	~,
que	que
del	del
tiempo	tiempo
de	de
coger	coger
el	el
~,	~,
el	el
~,	~,
el	el
orégano	orégano
~.	~.
[HCruz:	[HCruz:
		¿~			¿~
Cuándo	Cuándo
es	es
~,	~,
	
Anonimizado	Anonimizado
	
~?	~?
		]			]
