estandar	dialectal	whisper
[OTRAS-EM]	[OTRAS-EM]	Yo
Yo	Yo	era
le	le	de
regalaría	regalaría	algún
algunos	algunos	pendiente
pendientes	pendientes	aquí,
~,	~,	de
quizá	quizá	alguna
~,	~,	cosa
o	o	así,
alguna	alguna	me
cosa	cosa	parece
así	así	que
que	que	voy,
~…	~…	pero
Me	Me	normalmente
paece	paece	casi
que	que	nadie
fue	fue	en
~,	~,	los
pero	pero	días.
que	que	Yo
no	no	lo
~,	~,	hice,
normalmente	normalmente	pero
casi	casi	no.
nadie	nadie	No
lo	lo	era
hacía	hacía
~.	~.
No	No
~…	~…
[HS:E1	[HS:E1
		¿~			¿~
Y	Y
ella	ella
a	a
usted	usted
no	no
~?	~?
		]			]
Yo	Yo
lo	lo
hice	hice
pero	pero
no	no
~,	~,
[HS:E1	[HS:E1
		Y			Y
ella	ella
a	a
usted	usted
tampoco	tampoco
~.	~.
		]			]
no	no
era	era
~…	~…
