estandar	dialectal	whisper
¿~	¿~	El
Después	Después	pueblo
qué	qué	que
hacían	hacían	hacía
~?	~?	cuando
Cuando	Cuando	estaba
estaban	estaban	en
las	las	la
tripas	tripas	clifa,
~…	~…	se
~,	~,	dealyó
era	era	todo
ya	ya	el
todo	todo	trabajo
el	el	para
trabajo	trabajo	las
pa	pa	mujeres
las	las	para
mujeres	mujeres	que
~,	~,	haya
pa	pa	la
limpiar	limpiar	clifa
las	las	de
tripas	tripas	la
~,	~,	clíntera,
las	las	a
vísceras	vísceras	la
~,	~,
que	que
le	le
dicen	dicen
~.	~.
[HS:E1	[HS:E1
		Ah			Ah
~,	~,
¿~	¿~
las	las
mujeres	mujeres
		]			]
