estandar	dialectal	whisper
Le	Le	le
quitas	quitas	quita
la	la	la
mitad	mitad	mitad
de	de	de
la	la	la
cáscara	cáscara	cascara
poco	poco	poco
a	a	a
poco	poco	poco
~,	~,	y
y	y	la
la	la	otra
otra	otra	parte
parte	parte	de
de	de	la
la	la	parte
parte	parte	de
de	de	la
atrás	atrás	chita
de	de	le
la	la	tienes
chita	chita	que
~,	~,	dejar
le	le	porque
tienes	tienes	tira
que	que	esa
dejar	dejar	grita
porque	porque	a
tiene	tiene	día
sangre	sangre	y
todavía	todavía	es
y	y	peligrosa
es	es	mientras
peligroso	peligroso	que
~,	~,	tenga
mientras	mientras	la
que	que	sangre
tenga	tenga	la
la	la	chita
sangre	sangre	cascaron
la	la	hay
chita	chita	que
en	en	dejarla
el	el	hasta
cascarón	cascarón	que
~,	~,	se
[HS:E1	[HS:E1	seque
		Sí			Sí	en
~.	~.	dos
		]			]	o
hay	hay	tres
que	que	horas
dejarla	dejarla	se
hasta	hasta	seca,
que	que	fácil
se	se	si
seque	seque	la
~.	~.	gallina
En	En	está
dos	dos	bien
o	o	encima
tres	tres	otra
horas	horas	cosa
se	se	para
seca	seca	conservar
fácil	fácil	los
~…	~…	huevos
[HS:E1	[HS:E1	se
		Ah			Ah	le
~…	~…	exponía
		]			]	un
si	si	clavo
la	la	2,
gallina	gallina	un
está	está	clavo
bien	bien	o
encima	encima	dos
~.	~.	viejos
Otra	Otra	de
cosa	cosa	aquellos
~:	~:	derreros
pa	pa	en
conservar	conservar	el
los	los	lido
huevos	huevos	porque
~,	~,	si
se	se	había
les	les	alguna
ponía	ponía	tormenta
un	un	con
clavo	clavo	mayer
o	o	y
dos	dos	hoy
~,	~,	era
un	un	muy
clavo	clavo	peligrosa
o	o	se
dos	dos	fastidaba
viejos	viejos	los
~,	~,
de	de
aquellos	aquellos
de	de
herreros	herreros
~,	~,
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
en	en
el	el
nido	nido
~,	~,
porque	porque
~,	~,
si	si
había	había
alguna	alguna
tormenta	tormenta
como	como
ayer	ayer
y	y
hoy	hoy
~,	~,
era	era
muy	muy
peligroso	peligroso
~,	~,
se	se
fastidiaban	fastidiaban
los	los
huevos	huevos
~.	~.
