estandar	dialectal	whisper
En	En	en
todas	toas	todas
las	las	las
casas	casas	casas
y	y	y
en	en	en
todos	tos	todos
los	los	los
sitios	sitios	sitios,
~,	~,	y
y	y	alegó
aluego	aluego	la
la	la	luz,
luz	luz	el
~,	~,	agua,
el	el	el
agua	agua	teléfono,
~,	~,	lo
la	la	otro,
~,	~,	el
la	la	teléfono
~…	~…	es,
el	el	y
teléfono	teléfono	lo
~,	~,	tengo
lo	lo	yo
otro	otro	ahí
~.	~.	puesto
El	El	que
teléfono	teléfono	yo,
ese	ese	mi
lo	lo	niños
tengo	tengo	me
yo	yo	llaman
ahí	ahí	a
puesto	puesto	mí,
~,	~,	que
que	que	yo
yo	yo	nada
~,	~,	más
mis	mis	que
niños	niños	tenerlo
me	me	ahí
llaman	llaman	puesto,
a	a	me
mí	mí	cuesta
que	que	acá
yo	yo	dos
~,	~,	meses,
na	na	54,
más	más	pero
por	por	hay
tenerlo	tenerlo	unos
ahí	ahí	50
puesto	puesto	y
me	me	55,
cuesta	cuesta	45,
cada	cada	eso
dos	dos	no
meses	meses	más
cincuenta	cincuenta	que
y	y	tenerlo
cuatro	cuatro	ahí
euros	euros	puesto,
~,	~,	así
cincuenta	cincuenta	que
y	y	fíjate,
cinco	cinco	mucho
~,	~,	auto
cuarenta_y_cinco	cuarenta_y_cinco
~.	~.
Eso	Eso
~,	~,
na	na
más	más
que	que
tenerlo	tenerlo
ahí	ahí
puesto	puesto
~,	~,
así	así
que	que
fíjate	fíjate
~.	~.
[HS:E2	[HS:E2
		Sí			Sí
~,	~,
muchísimo	muchísimo
~.	~.
		]			]
Mucho	Mucho
gasto	gasto
~.	~.
