estandar	dialectal	whisper
~¡~	~¡~	aquí
Aquí	Aquí	antes
~!	~!	se
Pues	Pues	cultivaba
~…	~…	mucho
antes	antes	la
~,	~,	vina,
se	se	muchísimos
cultivaba	cultivaba	la
mucho	mucho	vina,
la	la	ahí
viña	viña	docañendo
~…	~…	porque
[PS]	[PS]	el
Muchísimo	Muchísimo	vino
~,	~,	por
muchísimo	muchísimo	la
la	la	secuestancia
viña	viña	que
~.	~.	hay,
Ha	Ha	la
ido	ido	obertuno
cayendo	cayendo	caras
porque	porque	y
el	el	vino,
vino	vino	con
~,	~,	los
[OTRAS-EM]	[OTRAS-EM]	ricos
por	por	que
la	la	está
circ-	circ-	y
~,	~,	claro
[V-Ljn]	[V-Ljn]	no
~¡~	~¡~	se
por	por	vende,
las	las	se
circunstancias	circunstancias	ha
que	que	baratado
hay	hay	mucho,
~!	~!	mientras
La	La	la
juventud	juventud	vina
no	no	había
queréis	queréis	muchísimas
vino	vino	vina
~,	~,	aquí
~¡~	~¡~	en
con	con	Aquila,
lo	lo	Montella,
rico	rico	esto
que	que	es
está	está	la
~!	~!	zona
[RISA]	[RISA]	de
Y	Y	Montella,
claro	claro	morir
~,	~,	la
no	no	digamos,
se	se	con
vende	vende	la
~,	~,	regulada
se	se	y
ha	ha	ahí
abaratao	abaratao	una
mucho	mucho	parte
entonces	entonces	que
la	la	tenía
viña	viña	muchísima
que	que	estárea
había	había	de
~,	~,	vina,
había	había	se
muchísimas	muchísimas	ha
viñas	viñas	ido
aquí	aquí	cambiando
en	en	y
~…	~…	se
~,	~,	ha
en	en	puesto
Aguilar	Aguilar	de
~,	~,	oliva,
Montilla	Montilla
~,	~,
esta	esta
es	es
la	la
zona	zona
de	de
Montilla	Montilla
~,	~,
Moriles	Moriles
digamos	digamos
~,	~,
es	es
el	el
consejo	consejo
regulador	reguladó
~,	~,
y	y
hay	hay
una	una
parte	parte
que	que
~…	~…
~,	~,
que	que
estaba	estaba
~|	~|
tenía	tenía
muchísimas	muchísimas
hectáreas	hectáreas
de	de
viña	viña
~.	~.
Se	Se
ha	ha
ido	ido
cambiando	cambiando
y	y
~…	~…
se	se
ha	ha
puesto	puesto
de	de
olivar	olivar
~.	~.
