estandar	dialectal	whisper
Sí	Sí	¡Sí!
~,	~,	¡ordinate
muchísimas	muchísimas	W
gracias	gracias	Gladys,
~.	~.	infected!
Hasta	Hasta	¡Adiós,
luego	luego	Jacket
~.	~.	demané!
[HS:E4	[HS:E4	¡Grati
		Muchas			Muchas	disappear!
gracias	gracias	¡Sí!
~.	~.	¡Adiós,
Hasta	Hasta	Cal어나!
luego	luego	¡V便ота!
~.	~.
		]			]
[HS:E2	[HS:E2
		Muchísimas			Muchísimas
gracias	gracias
~.	~.
Hasta	Hasta
luego	luego
~.	~.
		]			]
[HS:E1	[HS:E1
		Muchas			Muchas
gracias	gracias
~.	~.
Hasta	Hasta
luego	luego
~.	~.
		]			]
