estandar	dialectal	whisper
No	No	Esto
~.	~.	es
Eso	Eso	con
es	es	masa.
con	con	Esto
masa	masa	es
~,	~,	con
[HS:E1	[HS:E1	masa.
		Ah			Ah	La
~.	~.	ponemos
		]			]	muy
esto	esto	trabajada.
es	es	Y
con	con	esto
masa	masa	y
~.	~.	una
La	La	nueva
~,	~,	gica
la	la	pequeña
ponemos	ponemos	que
muy	muy	tenemos,
~,	~,	la
muy	muy	hacemos.
trabajada	trabajada	Esto
~.	~.	es
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Y	Y
esto	esto
~|	~|
y	y
una	una
navajica	navajica
pequeña	pequeña
que	que
tenemos	tenemos
~,	~,
la	la
hacemos	hacemos
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Que	Que
esto	esto
es	es
a-	a-
~,	~,
artesanal	artesanal
~.	~.
