estandar	dialectal	whisper
¿~	¿~	¿No
No	No	se
sabe	sabe	lo
lo	lo	sé?
que	que	Es
es	es	un
~?	~?	gasto
Es	Es	de
un	un	esos
gato	gato	elepantanos
de	de	coche
esos	esos	que
de	de	le
levantar	levantar	van
los	los	las
coches	coches	4,5
~,	~,	y
que	que	ya
levantan	levantan	hay
cuatro	cuatro	8,000
o	o	kilos
cinco	cinco	de
y	y	mi
seis	seis	obra
y	y	de
ocho	ocho	5
y	y	tonos
diez_mil	diez_mil	de
kilos	kilos	nada
~.	~.	Pues
El	El	aquí
mío	mío	nada
era	era	se
de	de	ha
cinco	cinco	hablas
toneladas	toneladas	de
~,	~,	pasta
pues	pues	y
llenabas	llenabas	cuando
la	la	ya
jaula	jaula	está
de	de	pa
pasta	pasta	lleno
y	y	y
cuando	cuando	le
ya	ya	colocaba
estaba	estaba	a
llena	llena	Sanidraulico
le	le	y
colocabas	colocabas	fue
el	el	un
hidráulico	hidráulico	opalante
~,	~,	que
y	y	la
con	con	palastizo,
una	una	las
palanquica	palanquica	tengo
~,	~,	ahí
que	que	dentro
la	la	por
palanquica	palanquica	el
aún	aún	rato
la	la	no
tengo	tengo	lo
allí	allí	he
dentro	dentro	vendido
~,	~,	el
porque	porque	rato
el	el	me
gato	gato	lo
no	no	conocé
lo	lo	por
he	he	mí
vendido	vendido	¿Te
~.	~.	daba?
El	El	y
gato	gato	salía
me	me	el
lo	lo	vino
reservo	reservo	pero
pa	pa	como
mí	mí	¿A
~,	~,	qué
le	le	está
dabas	dabas	por
y	y	lo?
salía	salía	Ya
el	el	no,
vino	vino	te
pero	pero	voy
cómo	cómo	a
~…	~…	la
a	a	vendido
ochenta	ochenta	¿Pasqué
por	por	la
hora	hora	que
~…	~…	yo
pero	pero	tenía
ya	ya	la
no	no	vida
la	la	y
tengo	tengo	el
~,	~,	el
ya	ya	vendido?
la	la	¿No
he	he	se
vendido	vendido	lo
~.	~.	he
Pa	Pa
qué	qué
la	la
quiero	quiero
~,	~,
tenía	tenía
la	la
mía	mía
y	y
la	la
he	he
vendido	vendido
~,	~,
y	y
lo	lo
demás	demás
pa	pa
qué	qué
~.	~.
