estandar	dialectal	whisper
Pos	Pos	Bueno,
bueno	bueno	así
~,	~,	entengo
asín	asín	los
tengo	tengo	pies
los	los	de
pies	pies	expurdo.
hechos	hechos	Se
polvo	polvo	cogía
~.	~.	al
[RISAS]	[RISAS]	espanto
Se	Se	y
cogía	cogía	se
el	el	secaba.
esparto	esparto	Y
y	y	cuando
se	se	estaba
secaba	secaba	así,
y	y	cuando
~,	~,	estaba
cuando	cuando	con
estaba	estaba	una
seco	seco	masa
~,	~,	le
entoces	entoces	daba......pim,
con	con	pim,
una	una	pim,
maza	maza	pim,
le	le	pim,
daban	daban	pim,
tintín	tintín	hasta
~,	~,	que
tintín	tintín	se
~,	~,	ponía
tintín	tintín	hablando.
[ONOMAT]	[ONOMAT]	Y
~,	~,	entonces
hasta	hasta	se
que	que	hacía
se	se	una
ponía	ponía	quineja,
~…	~…	como
blando	blando	una
~.	~.	soga.
Y	Y	Y
entoces	entoces	entonces
se	se	ahí
hacía	hacía	vean
una	una	haciendo
quirneja	quirneja	así
~;	~;	con
como	como	la
una	una	soga,
soga	soga	cosiéndola
~.	~.	a
Y	Y	un
entoces	entoces	lado.
a	a	Luego
~,	~,	he
iban	iban	dado
haciendo	haciendo	la
asín	asín	vuelta,
con	con	la
la	la	otra
soga	soga	vez
~,	~,	la
cosiéndola	cosiéndola	cosía
de	de	de
un	un	otra
lao	lao	vez.
~…	~…	Y
Luego	Luego	así
le	le	la
daban	daban	plan,
la	la	el
vuelta	vuelta	celo.
~,	~,	Y
pos	pos	luego
le	le	con
da-	da-	quinejilla
~,	~,	chiquitilla,
cosía	cosía	como
otra	otra	éste,
vez	vez	ahora
y	y	como
hacían	hacían	viene
la	la	el
~…	~…	ilogramante.
~,	~,	Hacía
la	la	en
plan-	plan-	tirilladas
~,	~,	y
[HS:I2	[HS:I2	entáper,
		El			El	se
suelo	suelo	iba
~.	~.	cosiéndola
		]			]	a
la	la	otro,
~,	~,	del
el	el	lado
suelo	suelo	a
~.	~.	otro,
Y	Y	del
luego	luego	lado
~,	~,	a
con	con	otro,
quirnejilla	quirnejilla	y
chiquitilla	chiquitilla	ya
~,	~,	está
como	como	las
~…	~…	pertenecha.
~,	~,	Llanche,
como	como	je
hacen	hacen	hecha
ahora	ahora	y
~,	~,
como	como
viene	viene
el	el
hilo	hilo
bramante	bramante
~.	~.
Hacían	Hacían
tirillas	tirillas
así	así
~,	~,
y	y
entonces	entonces
~,	~,
se	se
iba	iba
cosiendo	cosiendo
de	de
un	un
lao	lao
a	a
otro	otro
~,	~,
de	de
un	un
lao	lao
a	a
otro	otro
~,	~,
de	de
un	un
lao	lao
a	a
otro	otro
~,	~,
y	y
ya	ya
estaba	estaba
la	la
esparteña	esparteña
hecha	hecha
~.	~.
Ese	Ese
era	era
el	el
calzao	calzao
~.	~.
