estandar	dialectal	whisper
Pues	Pues	Hacían
hacían	hacían	quesos,
quesos	quesos	las
~,	~,	amas
las	las	de
amas	amas	los
de	de	enterrados
los	los	oyejas
~,	~,	y
de	de	las
las	las	vendían
ovejas	ovejas	los
~,	~,	lechazos,
y	y	y
les	les	se
vendían	vendían	conviden
los	los	comprar
lechazos	lechazos	a
~,	~,	los
a	a
quien	quien
se	se
los	los
con-	con-
~,	~,
venían	venían
a	a
comprar	comprar
~,	~,
[HS:E2	[HS:E2
		[Asent]			[Asent]
~.	~.
		]			]
a	a
los	los
carniceros	carniceros
~,	~,
claro	claro
~,	~,
eso	eso
~.	~.
