estandar	dialectal	whisper
No	No	No,
~,	~,	son
son	son	tres
tres	tres	días.
días	días	Porque
porque	porque	es
es	es	que
que	que	no
no	no	la
la	la	da
da	da	tiempo
tiempo	tiempo	a
a	a	la
la	la	carne
carne	carne	a
a	a	coger
~,	~,	la
a	a	sal.
coger	coger	Sí.
la	la	Entonces,
sal	sal	deja
~.	~.	tres
[HS:E1	[HS:E1	días.
		Sí			Sí	Si
~.	~.	a
		]			]	los
Y	Y	tres
entonces	entonces	días
se	se	hacen
deja	deja	los
tres	tres	chorizo.
días	días	Y
~.	~.	como
[HS:E1	[HS:E1	se
		[Asent]			[Asent]	hace?
~.	~.	Se
		]			]	hace
Y	Y	los
a	a	chorizo
los	los	y
tres	tres	luego
días	días	se
se	se	coge
hacen	hacen	a
los	los	curar
chorizos	chorizos	igual
~.	~.	que
[HS:E1	[HS:E1	los
		¿~			¿~	mortillas.
Y	Y	Y
cómo	cómo	los
hacen	hacen	perrecurados
~,	~,	se
cómo	cómo	meten
hacen	hacen	en
~?	~?	la
		]			]	seclua
Los	Los	o
chor-	chor-	en
~,	~,	la
cho-	cho-	anteca.
~,	~,	Que
se	se	pene,
hacen	hacen	unos
los	los	9-9
chorizos	chorizos	de
y	y	la
luego	luego	seclua
se	se	y
cuelgan	cuelgan	otros
a	a	no
curar	curar	se
igual	igual	meten
que	que	en
las	las	la
morcillas	morcillas	anteca.
[HS:E1	[HS:E1	Y
		[Asent]			[Asent]	no
~.	~.	se
		]			]	meten
y	y	en
~,	~,	la
después	después
de	de
curados	curaos
~,	~,
pos	pos
se	se
meten	meten
en	en
aceite	aceite
o	o
en	en
manteca	manteca
~.	~.
[HS:E1	[HS:E1
		En			En
manteca	manteca
~.	~.
		]			]
Depende	Depende
~,	~,
unos	unos
lo	lo
meten	meten
en	en
aceite	aceite
y	y
otros	otros
en	en
ace-	ace-
~,	~,
en	en
manteca	manteca
~.	~.
[HS:E1	[HS:E1
		¿~			¿~
Nunca	Nunca
venden	venden
~?	~?
		]			]
A	A
gustos	gustos
~.	~.
