estandar	dialectal	whisper
Así	Así	Ah,
~,	~,	sí,
muy	muy	para
bien	bien	que
~.	~.	salga.
Así	Así	A
para	para	ver,
que	que	que
salga	salga	no
~,	~,	me
para	para	aclaré
que	que	yo,
salga	salga	porque
~…	~…	esto
A	A	es...
ver	ver	Bueno,
~,	~,	me
que	que	chise
no	no	la
~…	~…	batería
~,	~,	sacar
que	que	otra
me	me	sin
aclare	aclare	flas,
yo	yo	ahora...
~,	~,	Y
porque	porque	sin
esto	esto	esto,
es	es	si
~…	~…	quiere,
[R-Ind]	[R-Ind]	sin
Bueno	Bueno	esto
~,	~,	ya......para
muchísimas	muchísimas	que
gracias	gracias	yo
~…	~…	me
Le	Le
voy	voy
a	a
sacar	sacar
otra	otra
sin	sin
flash	flash
ahora	ahora
y	y
sin	sin
esto	esto
~,	~,
sin	sin
esto	esto
si	si
quiere	quiere
para	para
que	que
yo	yo
me	me
acuerde	acuerde
~.	~.
