estandar	dialectal	whisper
«~	«~	Heilen
¿~	¿~	expense
Tú	Tú	de
eres	eres	esas
de	de	cosas,
Córdoba	Córdoba	no
~?	~?	me
~»	~»	recuerde
~.	~.	su
Digo	Digo	cones
~:	~:	no.
«~	«~	Pero
No	No	que
~,	~,	vamos
yo	yo	a
no	no	ésta,
soy	soy	smoke
de	de	el
Córdoba	Córdoba	esc
~.	~.	espacio
Soy	Soy	¿Cómo
de	de	te�bol
Málaga	Málaga	de
~»	~»	manera
~.	~.	de
[RISAS]	[RISAS]	afuera?
¿~	¿~	Nos
Qué	Qué	comen
le	le	a
vamos	vamos	부드�
a	a	entste现esудicas
hacer	hacé	no
~?	~?	lo
Ya	Ya
está	está
~.	~.
Costumbres	Costumbres
de	de
los	los
pueblos	pueblos
~,	~,
de	de
maneras	maneras
de	de
hablar	hablá
también	también
~.	~.
[HS:E4	[HS:E4
		Claro			Claro
que	que
sí	sí
~.	~.
		]			]
Nos	Nos
comemos	comemos
muchas	muchas
palabras	palabras
~,	~,
pero	pero
entre	entre
nosotros	nosotros
nos	nos
entendemos	entendemos
~,	~,
eh	eh
~.	~.
[HS:E3	[HS:E3
		Claro			Claro
~.	~.
		]			]
