estandar	dialectal	whisper
Sí	Sí	Si
~,	~,	hay
hay	hay	procesiones,
~|	~|	si
procesiones	procesiones	hay
sí	sí	bonitas,
hay	hay	si.
bonitas	bonitas	Está
~,	~,	la
sí	sí	baja
~.	~.	de
[HS:I2	[HS:I2	la
		Sí			Sí	Virgen,
~.	~.	está
		]			]	la
Está	Está	montaña,
la	la	la
bajada	bajada	Virgen
de	de	de
la	la	los
Virgen	Virgen	Dolores,
~|	~|	que
está	está	salguirían
en	en	la
la	la	madre
montaña	montaña	de
~,	~,	los
la	la	que
Virgen_de_los_Dolores	Virgen_de_los_Dolores	fueron
~,	~,	a
que	que	la
esa	esa	guerra
Virgen	Virgen	de
la	la	promesa.
~…	~…	Porque
~,	~,	resulta
la	la	que
hicieron	hicieron	se
las	las	le
~,	~,	fueron
las	las	los
madres	madres	sigo
de	de	a
los	los	la
que	que	guerra
fueron	fueron	y
a	a	después
la	la	iban
guerra	guerra	cada
~,	~,	día
de	de	y
promesa	promesa	subieron
~.	~.	a
Porque	Porque	piedra
resulta	resulta	a
que	que	la
~…	~…	montaña,
se	se	cada
le	le	madre
fueron	fueron	subieron
los	los	a
hijos	hijos	piedra.
a	a	Pasilociones
la	la	le
guerra	guerra	regresaban,
~,	~,	le
y	y	hacían
después	después	a
iban	iban	la
cada	cada	Dolorosa
día	día	una
~|	~|	mitad
allí	allí	de
subían	subían	la
una	una	arriba
piedra	piedra	y
a	a	ponían
la	la	la
montaña	montaña	Virgen
~,	~,	a
cada	cada	la
madre	madre	arriba.
subía	subía	Y
una	una	se
piedra	piedra	quedó
~,	~,	a
pa	pa	los
si	si	que
los	los	después
hijos	hijos	lo
le	le	comó
regresaban	regresaban	mucho
~,	~,	de
le	le	lo
hacían	hacían	que
a	a	regresaron
la	la	y
Dolorosa	Dolorosa	se
una	una	fueron
ermita	ermita	las
allí	allí	mitas.
arriba	arriba	Y
y	y	pusieron
ponían	ponían	la
la	la	Virgen
Virgen	Virgen	a
allí	allí	la
arriba	arriba	Dolorosa,
~.	~.	pequeñita,
Y	Y	pero
se	se	la
~,	~,	gente
los	los	creen
que	que	mucho
~,	~,	en
después	después	ella.
~,	~,	Y
como	como	vienen
muchos	muchos	caminando
de	de	de
los	los	otros
que	que	barrios
~…	~…	y
regresaron	regresaron	todo
~,	~,	vienen
hicieron	hicieron	caminando
la	la	a
ermita	ermita	Bella.
y	y	Y
pusieron	pusieron	entonces
la	la	la
Virgen	Virgen	baja
~|	~|	en
la	la	el
Dolorosa	Dolorosa	viernes
~,	~,	de
pequeñita	pequeñita	Dolores
~,	~,	la
pero	pero	va
~…	~…	a
La	La	hapa
gente	gente	aquí.
cree	cree	La
mucho	mucho	llevaban
en	en	una
ella	ella	vez,
~,	~,	la
y	y	llevaban
vienen	vienen	para
caminando	caminando	los
de	de	barrios,
otros	otros	pero
barrios	barrios	el
y	y	taller
todo	todo	le
~,	~,	tocó
vienen	vienen	quedarse
caminando	caminando	aquí
a	a	en
verla	vela	el
~,	~,	pueblo
y	y	y
entonces	entonces	le
la	la	dicen
bajan	bajan	miren,
~…	~…	confiesa
~,	~,	la
el	el	gente.
Viernes_de_Dolores	Viernes_de_Dolores	Entonces
la	la	después
bajan	bajan	el
pa	pa	miércoles
aquí	aquí	por
~.	~.	la
La	La	tarde
llevan	llevan	es
~…	~…	una
~,	~,	procesión
unas	unas	que
veces	veces	va
la	la	al
llevan	llevan	calvario.
pa	pa	Que
los	los	es
barrios	barrios	muy
~,	~,	bonita.
pero	pero	Y
este	este	después
año	año	va
le	le	a
tocó	tocó	parcermente
quedarse	quedarse	y
aquí	aquí	después
en	en	va
el	el	a
pueblo	pueblo	poner
~,	~,	calvario.
y	y	Y
le	le	es
dicen	dicen	muy
misa	misa	bonita
y	y	y
confiesan	confiesan	es
la	la	real,
gente	gente	es
~.	~.	calvario
Entonces	Entonces	muy
~,	~,	lindo.
después	después	Y
~,	~,	después
en	en	por
la	la	la
~…	~…	mañana
~,	~,	el
el	el	encuentro
miércoles	miércoles	de
por	por	la
la	la	Dolorosa
ta-	ta-	con
~,	~,	el
el	el	hijo.
jueves	jueves	Que
por	por	también
la	la	está
tarde	tarde	muy
es	es	bonita.
un	un	Van
~|	~|	todos
la	la	los
procesión	procesión	hombres
que	que	con
va	va	la
~…	~…	Virgen
al	al	por
Calvario	Calvario	un
~.	~.	lado,
Que	Que	todas
