estandar	dialectal	whisper
Pues	Pues	Después
~,	~,	de
después	después	tomar
de	de	la
tomar	tomar	comión
la	la	y
comunión	comunión	la
~,	~,	casa,
ir	ir	te
a	a	empurrenos
casa	casa	de
~,	~,	un
el	el	diploma,
cura	cura	si,
nos	nos	y
dio	dio	en
un	un	casa
~,	~,	si
un	un	te
diploma	diploma	hacían
~,	~,	soculatos
sí	sí	teniendo
~,	~,	armada
y	y	de
en	en	enarugado,
casa	casa	las
si	si	que
te	te	tenían
hacían	hacían	en
chocolate	chocolate	el
o	o	que
tenían	tenían	no
dos	dos	nada,
magdalenas	magdalenas	un
o	o	excato
algo	algo	de
~,	~,	nada
las	las	de
que	que	nada,
tenían	tenían	muy
~,	~,	mal,
eh	eh	a
~,	~,	que
las	las	yo
que	que	era
no	no	lo
~,	~,	que
nada	nada	hubiera,
~,	~,	y
[A-PIn:	[A-PIn:	no,
		no			no	para
me	me	que
ha	ha	quieres
tocado	tocado	que
		]			]	te
nada	nada	hable,
~,	~,	a
de	de	que
nada	nada	yo
~,	~,	era
de	de	un
nada	nada	desastre
~,	~,
muy	muy
mal	mal
~,	~,
aquello	aquello
era	era
una	una
pocilga	pocilga
y	y
no	no
~,	~,
¿~	¿~
para	para
qué	qué
quieres	quieres
que	que
te	te
hable	hable
~?	~?
Aquello	Aquello
era	era
un	un
desastre	desastre
todo	todo
~.	~.
