estandar	dialectal	whisper
Sí	Sí	¿A
~,	~,	qué
ahora	ahora	no
os	os	se
saco	saco	le
una	una	va
foto	foto	a
~.	~.	ganar?
Ahora	Ahora	Sí,
cuando	cuando	ahora
venga	venga	cuando
la	la	le
~…	~…	enayena,
~,	~,	pues...
[RISAS]	[RISAS]	Sí,
la	la	ahora
chica	chica	usé
que	que	una
está	está	foto
al	al	de
baño	baño	Arja
~.	~.	Antibíña
Pues	Pues	la
muy	muy	chica
bien	bien	que
~,	~,	está...
muy	muy	Pues
bien	bien	muy
~.	~.	bien,
Me	Me	muy
alegro	alegro	bien,
~.	~.	a
¿~	¿~	la
Y	Y	heroria
ahora	ahora	ahora
qué	qué	que
~?	~?	os
¿~	¿~
Os	Os
vais	vais
~?	~?
