estandar	dialectal	whisper
Mira	Mira	Mira
~,	~,	por
pues	pues	eso,
de	de	lo
lo	lo	que
que	que	te
te	te	decía
decía	decía	yo
yo	yo	si
~,	~,	tenían
si	si	instinto,
tenían	tenían	miran,
instinto	instinto	diríamos
~,	~,	nosotros
mira	mira	a
~,	~,	los
teníamos	teníamos	mejor
nosotros	nosotros	cientos
a	a	de
lo	lo	incontrovejas
mejor	mejor	que
ciento_cincuenta	ciento_cincuenta	eran
ovejas	ovejas	de
que	que	mis
eran	eran	mujeres
de	de	y
mi	mi	venían
mujer	mujé	en
[HS:E1	[HS:E1	las
		[Asent]			[Asent]	provejas
~.	~.	por
		]			]	la
y	y	tarde,
venían	venían	las
las	las	se
ovejas	ovejas	llaman
por	por	de
la	la	comer
tarde	tarde	y
~,	~,	se
[HS:E1	[HS:E1	les
		[Asent]			[Asent]	metían
~.	~.	el
		]			]	tinado
las	las	y
echaban	echaban	se
de	de	dejaban
comer	comer	trobar
y	y	y
se	se	a
las	las	otro
metía	metía	día
en	en	por
el	el	la
tinado	tinao	mañana
y	y	cuando
se	se	llegaban,
dejaban	dejaban	como
solas	solas	la
~,	~,	parí
[HS:E1	[HS:E1	de
		[Asent]			[Asent]	la
~.	~.	corra
		]			]	de
y	y	poco
a	a	roías
otro	otro	todas
día	día	igual,
por	por	pues
la	la	a
mañana	mañana	los
~,	~,	mejores
cuando	cuando	habían
llegaban	llegaban	parido
porque	porque	el
como	como	día,
la	la	10
~…	~…	de
~|	~|	la
el	el	noche,
parir	parir	ya
era	era	te
cosa	cosa	lo
de	de	que
pocos	pocos	te
días	días	había
~,	~,	desvizado
todas	todas	y
igual	igual	aquel
~,	~,	tico
[HS:E1	[HS:E1	llegaba
		[Asent]			[Asent]	y
~.	~.	chábanas
		]			]	y
pues	pues	cogean
a	a	por
lo	lo	veros
mejor	mejor	y
habían	habían	se
parido	parido	llevaba
diez	diez	aquello
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Diez	Diez
ovejas	ovejas
~,	~,
fíjate	fíjate
lo	lo
que	que
te	te
voy	voy
a	a
decir	decir
~,	~,
[HS:E1	[HS:E1
		[A-Inn]			[A-Inn]
		]			]
y	y
aquel	aquel
chico	chico
llegaba	llegaba
y	y
~,	~,
y	y
echaba	echaba
mano	mano
así	así
~,	~,
cogía	cogía
un	un
cordero	cordero
y	y
se	se
lo	lo
llevaba	llevaba
aquella	aquella
oveja	oveja
~…	~…
