estandar	dialectal	whisper
Pues	Pues	Es
~,	~,	bueno,
pues	pues	la
bueno	bueno	carne
~,	~,	así,
la	la	yo
carne	carne	casi
así	así	todo
~…	~…	lo
[HS:E1	[HS:E1	vamos
		Sí			Sí	a
~.	~.	tener,
		]			]	no
yo	yo	te
casi	casi	digo
todo	todo	todo,
~,	~,	pero
vamos	vamos	cuando
~,	~,	os',
no	no	ikis,
te	te	o
digo	digo	negras,
todo	todo	para
~,	~,	decir
pero	pero	sí
cuando	cuando	es
~…	~…	importante
las	las	Leo
judías	judías	ven
y	y	los
eso	eso	buffles
~…	~…	curatoríingar
~,	~,	un
eso	eso	del
cuando	cuando	Canoeudio,
empiezan	empiezan	tomamos
a	a	aquíскala
hervir	hervir	para
les	les
quito	quito
así	así
la	la
espuma	espuma
~,	~,
pues	pues
le	le
saco	saco
~…	~…
