estandar	dialectal	whisper
Pos	Pos	Pues
porque	porque	porque
está	está	está
muy	muy	muy
mal	mal	mal
pagao	pagao	pagado,
~.	~.	la
La	La	leche
leche	leche	muy
mu	mu	mal
mal	mal	pagada,
pagada	pagada	no
~.	~.	le
Nos	Nos	paga
lo	lo	muy
pagan	pagan	poco
mu	mu	y
poco	poco	tenemos,
y	y	nos
tenemos	tenemos	ponen
~|	~|	unas
nos	nos	normas
ponen	ponen	que
unas	unas	es
normas	normas	que
que	que	no
es	es	les
que	que	jambibir,
no	no	no
nos	nos	les
dejan	dejan	jambibir
vivir	vivir	porque
~,	~,	en
[HS:E1	[HS:E1	yo
		A			A	por
ver	ver	ejemplo
~…	~…	me
		]			]	levanto
no	no	por
nos	nos	la
dejan	dejan	mañana,
vivir	vivir	la
~.	~.	séña,
Porque	Porque	la
~,	~,	mañana,
[OTRAS-EM]	[OTRAS-EM]	así
yo	yo	sí
~,	~,	me
por	por	en
ejemplo	ejemplo	verano
~,	~,	y
me	me	el
levanto	levanto	marido
por	por	somos
la	la	los
mañana	mañana	trabajadores,
a	a	nos
las	las	paga
seis	seis	la
de	de	leche
la	la	a
mañana	mañana	35
o	o	a
seis	seis	36
y	y	pesetas,
media	media	hay
en	en	que
verano	verano	darles
~,	~,	de
y	y	comer
el	el	a
marido	marido	las
~,	~,	vacas
somos	somos	y
los	los	una
dos	dos	vaca
a	a	no
trabajar	trabajar	se
~.	~.	pone
Nos	Nos	a
pagan	pagan	producir
la	la	hasta
leche	leche	los
a	a	dos
~,	~,	y
a	a	medio,
~,	~,	hasta
a	a	que
~,	~,	entieren
a	a	dos
treinta_y_cinco	treinta_y_cinco	años
o	o	y
a	a	medio,
treinta_y_seis	treinta_y_seis	tres
pesetas	pesetas	y
~.	~.	hasta
[HS:E1	[HS:E1	que
		[Asent]			[Asent]	es
~.	~.	de
		]			]	tiempo,
Luego	Luego	parte
hay	hay	que
que	que	trabajar,
darles	darles	que
de	de	no
comer	comer	es
a	a	decir
las	las	cojos
vacas	vacas	de
~,	~,	una
[HS:E1	[HS:E1	vaca
		Sí			Sí	y
~.	~.	no
		]			]	es
y	y	decir
una	una	a
vaca	vaca	producir,
no	no	no,
se	se	no,
pone	pone	es
a	a	que
producir	producir	estás
~,	~,	trabajando,
[OTRAS-EM]	[OTRAS-EM]	trabajando
hasta	hasta	y
los	los	no
dos	dos	te
o	o	está
~,	~,	abandonada,
o	o	estás
dos	dos	trabajando
y	y	para
medio	medio	aquella
~.	~.	hasta
Hasta	Hasta	que
que	que	no
tienen	tienen	tiene
dos	dos	los
años	años	ayes
y	y	y
medio	medio	me
o	o	no
tres	tres	te
~.	~.	ha
[HS:E1	[HS:E1	ganado.
		Sí			Sí	No
~,	~,	te
hasta	hasta	van
que	que	a
~…	~…
		]			]
Y	Y
hasta	hasta
que	que
ese	ese
tiempo	tiempo
~,	~,
¿~	¿~
cuánto	cuánto
hay	hay
que	que
trabajar	trabajar
~?	~?
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Que	Que
no	no
es	es
decir	decir
~,	~,
coges	coges
una	una
vaca	vaca
~,	~,
y	y
nace	nace
y	y
ya	ya
empieza	empieza
a	a
producir	producir
~.	~.
No	No
~,	~,
no	no
~.	~.
Es	Es
que	que
estás	estás
trabajando	trabajando
~,	~,
trabajando	trabajando
y	y
no	no
te	te
está	está
dando	dando
nada	nada
~,	~,
te	te
está	está
~…	~…
Estás	Estás
trabajando	trabajando
para	para
que	que
ella	ella
~,	~,
hasta	hasta
que	que
no	no
tiene	tiene
dos	dos
años	años
y	y
medio	medio
~,	~,
no	no
te	te
da	da
nada	nada
~.	~.
