estandar	dialectal	whisper
|T4|	|T4|	en
en	en	casa
casa	casa	allí
~,	~,	en
allí	allí	la
en	en	cocina
la	la	que
cocina	cocina	había
~,	~,	una
que	que	mesa
había	había	y
~,	~,	la
había	había	mesa
una	una	cuando
mesa	mesa	terminaba
~;	~;	de
y	y	comer
lo	lo	se
de	de	levantaba
la	la	la
mesa	mesa	tapa
~,	~,	y
cuando	cuando	lo
terminabas	terminabas	amasaban
de	de	allí
comer	comer	dentro,
~,	~,	yo
se	se	lo
levantaba	levantaba	habíamos
la	la	visto,
tapa	tapa	yo
~,	~,	he
y	y	visto
lo	lo	de
amasaban	amasaban	todos
allí	allí	los
dentro	dentro	colores
~.	~.	y
Yo	Yo	yo.
lo	lo	Es
veía	veía	que
~,	~,	se
sí	sí	pasó,
~;	~;	lo
yo	yo	hemos
lo	lo	pasado
había	había	más
visto	visto	mal,
~.	~.	la
Y	Y	edamía
he	he	que
visto	visto	no
todos	todos	pasó
los	los	otros
colores	colores	de
~,	~,	30
yo	yo	años
~.	~.	más
Es	Es	antes
que	que	míos,
~|	~|	porque
ah	ah	los
~…	~…	de
sepas	sepas	antes
o	o	antes
[HS:E1	[HS:E1	de
		O			O	llegar
sea	sea	la
que	que	guerra
		]			]	y
~|	~|	ahí
lo	lo	van
hemos	hemos	bastante
pasado	pasado	bien,
más	más	sí,
mal	mal	yo
la	la	bastante
edad	edad	bien,
mía	mía	pero
que	que	después
no	no	yo
pasa-	pasa-	soy
~,	~,	natuido
otros	otros	después
de	de	de
~,	~,	la
de	de	guerra
~…	~…	y
treinta	treinta	después
años	años	de
más	más	la
antes	antes	guerra
míos	míos	no
~,	~,	vienada,
porque	porque	a
los	los	ver
de	de	cómo.
antes	antes	La
~,	~,	gente
antes	antes	no
de	de	sabe
llegar	llegar	en
la	la	qué
guerra	guerra	es
~,	~,	una
ya	ya	guerra,
iban	iban	los
bastante	bastante	que
bien	bien	yo
~.	~.	no
Se	Se	le
iba	iba	he
bastante	bastante	vivido
bien	bien	la
~;	~;	guerra,
pero	pero	yo
después	después	lo
~,	~,	que
yo	yo	he
soy	soy	vivido
nacido	nacido	cuatro,
después	después	cinco
de	de	años
la	la	o
guerra	guerra	seis
~,	~,	después
y	y	de
después	después	la
de	de	guerra
la	la	que
guerra	guerra	no
no	no	vienada
había	había	hasta
nada	nada	que
para	para	tenía
comer	comer	20
~.	~.	años,
[HS:E1	[HS:E1	no
		Se			Se	vienada,
pasó	pasó	nosotros
~…	~…	íbamos,
		]			]	ahí
La	La	íbamos
gente	gente	algún
no	no	día
~,	~,	que
no	no	ya
saben	saben	teníamos
qué	qué	17,
es	es	18
una	una	años,
guerra	guerra	al
~.	~.	cine
Los	Los	capillades,
que	que	pero
~|	~|	andando,
yo	yo	eh,
no	no	y
la	la	lo
he	he	al
vivido	vivido	cine
~,	~,	andando,
la	la	pero
guerra	guerra	esto
~;	~;	una
yo	yo	vez
~,	~,	de
lo	lo	en
que	que	cuanto
he	he	y
vivido	vivido	nada
~,	~,	más,
cuatro	cuatro	dinero
o	o	no
cinco	cinco	había,
años	años	después
o	o	ya
seis	seis	empezó
después	después	a
de	de	crecer
la	la	todo
guerra	guerra	y
que	que	a
no	no	seguir
había	había	son
nada	nada	más
hasta	hasta	dinero
que	que	y
tenía	tenía	eso
veinte	veinte	había
años	años	todo
~;	~;	cuando
no	no	empezaron
había	había	las
nada	nada	urbanizaciones,
~.	~.	aquello
Nosotros	Nosotros	estiró
íbamos	íbamos	mucho,
a-	a-	después
~,	~,	las
íbamos	íbamos	urbanizaciones
a	a	quedó
~,	~,	todo
algún	algún	paraud
día	día	de
que	que	golpe
ya	ya	y
teníamos	teníamos	la
diecisiete	diecisiete	gente
~,	~,	ya,
dieciocho	dieciocho	ya
años	años	la
al	al	mitad
cine	cine	de
a	a	la
Capellades	Capellades	gente
~,	~,	ya
pero	pero	no
andando	andando	podía
~,	~,	comer
¿~	¿~	y
eh	eh	todo
~?	~?	esto
Y	Y	que
del	del	ahora
cine	cine	se
andando	andando	meten
~.	~.	dentro
Pero	Pero	de
esto	esto	las
~,	~,	casas
una	una	de
vez	vez	ocupas
de	de	y
vez	vez	todo
en	en	esto,
cuando	cuando	ahora
y	y	dura
nada	nada	una
más	más	temporada
~.	~.	que
[R-Vhc]	[R-Vhc]	sin
Primero	Primero	trabajar
no	no	las
había	había	urbanizaciones,
~;	~;	los
después	después	que
[PS]	[PS]	se
~,	~,	dedicaban,
después	después	nosotros
ya	ya	vamos
empezó	empezó	a
a	a	hacer
crecer	crecer	jardines
todo	todo	nuevos,
~,	~,	no
ya	ya	es,
se	se	hacemos
hizo	hizo	alguno,
más	más	pero
dinero	dinero	muy
y	y	pocos
eso	eso	ahora,
