estandar	dialectal	whisper
[OTRAS-EM]	[OTRAS-EM]	Ya
Al	Al	se
pie	pie	le
de	de	he
Puerto_Rico	Puerto_Rico	dicho
~,	~,	que
está	está	no
Puerto	Puerto	conocemos
[OTRAS-EM]	[OTRAS-EM]	nada.
~.	~.	Me
[HS:E1	[HS:E1	al
		[Asent]			[Asent]	pie
~.	~.	de
		]			]	Puerto
Estando	Estando	Rico,
en	en	está
Arguineguín	Arguineguín	por...
~,	~,	Estando
pasas	pasas	en
Puerto_Rico	Puerto_Rico	adquine
y	y	aquí,
después	después	pasas
Tauro	Tauro	por
~.	~.	Puerto
[HS:E1	[HS:E1	Rico
		[Asent]			[Asent]	y
~.	~.	fue
		]			]	esta
Y	Y	hora.
~…	~…	Y
nace	nace	nace
ahí	ahí	ahí
el	el	el
~,	~,	barranco
el	el	nace
barranco	barranco	ahí
~,	~,	en
nace	nace	Río
el	el	de
río	río	la
en	en	montaña.
la	la	Por
montaña	montaña	eso
~,	~,	le
[HS:E1	[HS:E1	llama
		[Asent]			[Asent]	la
~.	~.	montaña
		]			]	de
por	por	Tauro.
eso	eso	Ahí
le	le	empieza
llaman	llaman	el
la	la	barranco,
montaña	montaña	pero
de	de	puedo
Tauro	Tauro	bajar,
~.	~.	pero
Ahí	Ahí	puedo
empieza	empieza	bajar.
el	el	Ay
Barranco	Barranco	me
~,	~,	creé
pero	pero	yo
pa	pa	en
abajo	abajo	su
~,	~,	mundo
pero	pero	corriendo,
pa	pa	tendo
abajo	abajo	de
~,	~,	cabra
está	está	ahí,
ahí	ahí	Ejón
[A-PIn:	[A-PIn:	borvoieов
		abajo			abajo	con
		]			]	Volvo,
~.	~.	oh,
Ahí	Ahí
me	me
crie	crie
yo	yo
en	en
esos	esos
mundos	mundos
corriendo	corriendo
[A-PIn:	[A-PIn:
		detrás			detrás
de	de
		]			]
cabras	cabras
y	y
~…	~…
y	y
con	con
burros	burros
y	y
mulos	mulos
y	y
~…	~…
bah	bah
~.	~.
