estandar	dialectal	whisper
Pinta	Pinta	y
una	una	con
nube	nube	esta
y	y	cara
~,	~,	de
y	y	la
~…	~…	pintada
con	con	vuelta
tal	tal	a
que	que	parte,
se	se	pues
ha	ha	antes
pintao	pintao	la
por	por	pintada
esta	esta	ahí,
parte	parte	aquello
~…	~…	se
Pues	Pues	mía
antes	antes	lindo
era	era	de
pintarla	pintarla	algo.
ahí	ahí	Y
y	y	ahora
aquello	aquello	vamos
se	se	a
hundía	hundía	explorar,
el	el	y
mundo	mundo	ahora
de	de	vamos
agua	agua	a
~.	~.	explorar
[HS:I2	[HS:I2	ahí,
		[A-Inn]			[A-Inn]	y
		]			]	con
Se	Se	el
[A-Inn]	[A-Inn]	segundo,
los	los	esto
barrancos	barrancos	no
y	y	está
to	to	ahí
y	y	en
ahora	ahora	bancar,
da	da	no
un	un	por
trueno	trueno	la
ahí	ahí	vuelta,
y	y	y
con	con	allí
y	y	se
con	con	va
~…	~…	a
y	y	explorar
el	el	algo.
segundo	segundo	No
trueno	trueno	es
ya	ya	duele,
está	está	ya
ahí	ahí	por
en	en	lo
Bacares	Bacares	que
~.	~.	le
No	No	echan
cae	cae	algo,
una	una	no
gota	gota	sabemos
~.	~.	cómo,
Y	Y	no
asín	asín	sabemos
so-	so-	cómo,
~,	~,	cómo
asín	asín	se
se	se	svíjlanme
van	van	los
toas	toas	hijos
las	las	y
nubes	nubes	la
~.	~.	verdad
[HS:E2	[HS:E2	siempre
		[A-Inn]			[A-Inn]	tienen
		]			]
No	No
llueve	llueve
~.	~.
[HS:E2	[HS:E2
		[A-Inn]			[A-Inn]
		]			]
Sea	Sea
por	por
lo	lo
que	que
le	le
echan	echan
algo	algo
~…	~…
no	no
sabemos	sabemos
~,	~,
como	como
eso	eso
no	no
lo	lo
conocemos	conocemos
nosotros	nosotros
~,	~,
no	no
podemos	podemos
decir	decir
ni	ni
si	si
sí	sí
es	es
verdad	verdad
o	o
es	es
mentira	mentira
~.	~.
