estandar	dialectal	whisper
el	el	No
último	último	se
~,	~,	hacía
no	no	ninguna
hubo	hubo	vida.
nadie	nadie	O
~…	~…	sea
~,	~,	que
[HS:I2	[HS:I2	cuando
		De			De	nacimos
noche	noche	nosotros,
nos	nos	que
hacía	hacía	estaba
correr	correr	este.
[A-Pau:	[A-Pau:	Y
		un			un	duro,
rato	rato	¿eh?
		]			]	Sofija.
~.	~.	Y
[RISA]	[RISA]	va,
		]			]	¿eh?
o	o	Seuremente,
sea	sea	¿eh?
~,	~,	Que
que	que	tampoco
cuando	cuando	nos
nacimos	nacimos	casamos
nosotros	nosotros	nosotros,
~,	~,	sobre
ya	ya	el
estaba	estaba	60
este	este	y
~.	~.	70,
Y	Y	duro
duró	duró	había
~,	~,	una
¿~	¿~	nabía
eh	eh	en
~?	~?	un
Porque	Porque	lugar.
		Y
Anonimizado	Anonimizado	pregonarse,
		pregonar
iba	iba	con
~,	~,	una...
¿~	¿~	Una同jera
eh	eh	Nobody,
~…	~…
~?	~?
Él	Él
seguramente	seguramente
que	que
tampo-	tampo-
~,	~,
nos	nos
casamos	casamos
nosotros	nosotros
~,	~,
sobre	sobre
el	el
65	65
o	o
sesent-	sesent-
~,	~,
70	70
~,	~,
duró	duró
él	él
~,	~,
y	y
ya	ya
no	no
~,	~,
ya	ya
no	no
hubo	hubo
más	más
~.	~.
Y	Y
pregonar	pregonar
~,	~,
se	se
pregonaba	pregonaba
con	con
una	una
~…	~…
[HCruz:	[HCruz:
		[L-Otra:			[L-Otra:
		Com			Com
es	es
diu	diu
aquell	aquell
~?	~?
		]			]
		]			]
