estandar	dialectal	whisper
Pues	Pues
lo	lo
mismo	mismo
~,	~,
te	te
juntabas	juntabas
[A-Inn]	[A-Inn]
cuando	cuando
yo	yo
era	era
soltera	soltera
y	y
~,	~,
después	después
de	de
casada	casada
~,	~,
con	con
tus	tus
padres	padres
y	y
[A-Inn]	[A-Inn]
~.	~.
Era	Era
pues	pues
tú	tú
tenías	tenías
[A-Inn]	[A-Inn]
como	como
mi	mi
padre	padre
y	y
mi	mi
madre	madre
~,	~,
criaba	criaba
pollos	pollos
~,	~,
pues	pues
nada	nada
~,	~,
mataba	mataba
un	un
pollo	pollo
y	y
eso	eso
lo	lo
hacían	hacían
al	al
ajillo	ajillo
o	o
~,	~,
o	o
lo	lo
hacían	hacían
con	con
tomate	tomate
y	y
eso	eso
~,	~,
un	un
[A-PIn:	[A-PIn:
		cordero			cordero
		]			]
que	que
mataba	mataba
mi	mi
padre	padre
o	o
~,	~,
vamos	vamos
~,	~,
era	era
lo	lo
que	que
~…	~…
las	las
matanzas	matanzas
de	de
mi	mi
hermana	hermana
~:	~:
las	las
costillas	costillas
~,	~,
el	el
adobo	adobo
~,	~,
[A-Inn]	[A-Inn]
~.	~.
