estandar	dialectal	whisper
Pues	Pues	Pues,
mire	mire	mire,
~,	~,	aquí
aquí	aquí	teníamos,
teníamos	teníamos	había
~…	~…	fiestas
había	había	por
fiestas	fiestas	un
por	por	sitio
un	un	y
sitio	sitio	por
y	y	otro.
por	por	Y
otro	otro	ahí
y	y	vamos
ahí	ahí	a
íbamos	íbamos	las
a	a	fiestas.
las	las	Pero
fiestas	fiestas	las
~.	~.	fiestas
Pero	Pero	que
las	las	íbamos
fiestas	fiestas	nosotros,
que	que	antiguamente
íbamos	íbamos	no
nosotros	nosotros	es
~,	~,	como
antiguamente	antiguamente
no	no
es	es
como	como
ahora	ahora
~.	~.
