estandar	dialectal	whisper
Entonces	Entonces	Entonces,
~,	~,	aquí
aquí	aquí	en
en	en	este
este	este	pueblo,
pueblo	pueblo	se
se	se	quedaban
criaban	criaban	en
~,	~,	este
en	en	vídeo
este	este	y
y	y	en
en	en	todos,
todos	todos	se
~,	~,	quedaban
se	se	en
criaban	criaban	muchos.
en	en	Sí.
muchos	muchos	Básicamente
~.	~.	todos
[R-Vhc]	[R-Vhc]	los
[HS:E1	[HS:E1	vecinos
		¿~			¿~	tenían
Sí	Sí	uno.
~?	~?	Casi
		]			]	que
Casi	Casi	todos,
que	que	uno,
todos	todos	dos,
~,	~,	y
casi	casi	eran
todos	todos	muchos
los	los	familia
vecinos	vecinos	a
tenían	tenían	menor
~,	~,	todo.
tenían	tenían	Sí.
uno	uno	No
~,	~,	le
casi	casi	mataba
todos	todos	a
~,	~,	primeros
uno	uno	de
o	o	última
dos	dos	hora
~,	~,	de
si	si	año
eran	eran	y
mucha	mucha	otros,
familia	familia	yo
a	a	tropo
lo	lo	yo
mejor	mejor	le
dos	dos	amo
~.	~.	para
[R-Vnt]	[R-Vnt]	la
[HS:E1	[HS:E1	voz
		Sí			Sí	si
~,	~,	voy
sí	sí	a
~.	~.	extracted
		]			]	pounder.
Unos	Unos
le	le
mataban	mataban
en	en
~…	~…
a	a
primeros	primeros
de	de
~…	~…
a	a
últimos	últimos
de	de
año	año
~,	~,
y	y
otros	otros
~,	~,
y	y
otros	otros
pues	pues
le	le
dejaban	dejaban
para	para
~,	~,
[R-Vnt]	[R-Vnt]
para	para
agosto	agosto
~,	~,
[R-Vhc]	[R-Vhc]
ya	ya
en	en
este	este
tiempo	tiempo
~.	~.
