estandar	dialectal	whisper
Sí	Sí	Sí,
~,	~,	venía
venía	venía	mucho.
mucho	mucho	Y
~.	~.	si
Y	Y	estaba
si	si	siempre
estabas	estabas	aquí,
enfermo	enfermo	si
~,	~,	te
si	si	levantaba
te	te	sin
levantabas	levantabas	que
sin	sin	te
que	que	digerán,
él	él	te
te	te	echabu
dijera	dijera	una
~,	~,	arvagadina.
te	te	Pero
echaba	echaba	ahora
una	una	como
regañina	regañina	no
~.	~.	vienen,
Pero	Pero	polar,
ahora	ahora	bueno,
~,	~,	vienen
como	como	algunos.
no	no	Igual
vienen	vienen	viene
~,	~,	un
bueno	bueno	día
~,	~,	o
vienen	vienen	dos,
alguno	alguno	pero
~.	~.	lo
Igual	Igual	demás,
viene	viene	demanda
un	un	tratamiento.
día	día	Y
o	o	no
dos	dos	están
~,	~,	tan
pero	pero	escrobos
los	los
demás	demás
te	te
manda	manda
tratamiento	tratamiento
~,	~,
ya	ya
no	no
están	están
tan	tan
esclavos	esclavos
como	como
antes	antes
~.	~.
