estandar	dialectal	whisper
Ya	Ya	Y
~,	~,	ya,
ya	ya	ya,
~,	~,	ya.
ya	ya	Y
~.	~.	aparte
[A-Nul]	[A-Nul]	de
[HS:E1	[HS:E1	eso...
		Y			Y	Un
aparte	aparte	gran
de	de	chico
eso	eso	no
~…	~…	tengo
		]			]	nada
Un	Un	que
gran	gran	decir
chico	chico	de
~.	~.	él
No	No	y
tengo	tengo	ponerle
nada	nada	falta
que	que	ni
decir	decir	nada
de	de	más
él	él	que
ni	ni	de
ponerle	ponerle	jayo
falta	falta	una
ninguna	ninguna	enfermedad,
~.	~.	no
Nada	Nada	nos
más	más	queda
que	que	que
le	le	deje
cayó	cayó	de
una	una	aparte.
enfermedá	enfermedá	Estamos.
como	como	Y
nos	nos	bueno,
puede	puede	así
caer	caer	que
a	a	para
cualquiera	cualquiera	tener
~.	~.	una
[HS:E1	[HS:E1	sola,
		Ya			Ya	la
~.	~.	más
		]			]	riqueza
¿~	¿~	que
Estamos	Estamos	le
~?	~?	pudo
Igual	Igual	ver
~.	~.	que
Así	Así	hay.
que	que	Estamos.
pa	pa	Es
tener	tener	así,
una	una	no,
sola	sola	no.
~,	~,	Manda
mira	mira	otro
~.	~.	lo
La	La	que
más	más	sea.
riqueza	riqueza	Ahora
que	que	lo
le	le	ha
pudo	pudo	bastante
haber	haber	bien.
caído	caído	Ahora
~.	~.	esto
¿~	¿~	lo
Estamos	Estamos
~?	~?
Es	Es
así	así
~,	~,
no	no
hay	hay
más	más
~.	~.
Manda	Manda
otro	otro
~,	~,
o	o
lo	lo
que	que
sea	sea
~.	~.
Ahora	Ahora
va	va
bastante	bastante
bien	bien
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
va	va
bastante	bastante
bien	bien
~.	~.
