estandar	dialectal	whisper
necesitábamos	necesitábamos	¿
a	a	Non,
alguien	alguien	entonces...
que	que	Pues
~,	~,	no,
que	que	no,
no	no	todavía
hubiera	hubiera	es
salido	salido	overdid
del	del	round.
pueblo	pueblo	No,
nunca	nunca	maldeno.
~,	~,	Roya,
porque	porque	sí.
usted	usted	No
ha	ha	es
vivido	vivido	por
[HS:I2	[HS:I2	favor,
		Yo			Yo	no
sí	sí	es
~.	~.	por
Yo	Yo	favor.
sí	sí	¡ißí!
~.	~.	que
		]			]	no
mucho	mucho	hubiera
tiempo	tiempo	salido
en	en	el
Madrid	Madrid	pueblo
 	 	nunca.
 	 	¡Por
 	 	Dios!
 	 	¡Habido
 	 	mucho
 	 	tiempo!
 	 	¡Mira
 	 	se
 	 	mató…
