estandar	dialectal	whisper
El	El	...se
otro	otro	nota
día	día	a
abrimos	abrimos	día
una	una	abrimos
calabaza	calabaza	una
que	que	can
pesaría	pesaría	nowaza,
ni	ni	que
sé	sé	pensaría
los	los	ni
kilos	kilos	cero
~,	~,	esquilos.
se	se	y
llevó	llevó	tengo...
mi	mi	no
chica	chica	sé
mucha	mucha	más
para	pa	qué
darla	dala	tengo
en	en	porque
Zaragoza	Zaragoza	no
~,	~,	tengo
para	pa	ganas
darla	dala	de
y	y	cargarme
tengo	tengo	con
~,	~,	gelo
no	no	la
sé	sé	carabá,
la	la	cuando
que	que	vengo
tengo	tengo	a
~,	~,	la
porque	porque	sembramos
no	no	cuando
tengo	tengo	son
gana	gana	las
de	de	imbemigas,
hacer	hacer	pero
de	de	veis
calabaza	calabaza	que
~,	~,	son
[G-Mst]	[G-Mst]	cosas
[HS:I2	[HS:I2	que
		Yo			Yo	es
también	también	que
congelo	congelo	a
la	la	veces
calabaza	calabaza	de
~,	~,	aramez
cuando	cuando	y
se	se	las
laboran	laboran	jogelo
las	las	a
sembramos	sembramos	trozos,
~,	~,	que
cuando	cuando	lo
son	son	van
así	así	a
pequeñicas	pequeñicas	volver
de	de	y
esas	esas	las
que	que	saco
[A-Inn]	[A-Inn]	de
grandes	grandes	la
~,	~,	col
las	las	y
congelo	congelo	ya
a	a	que
trozos	trozos	escuche
y	y	cuando
agora	agora	quieres
~|	~|	y
y	y	ya
las	las	que
saco	saco	hay
del	del	que
arcón	arcón	hacer
y	y	todo,
~,	~,	pero
y	y	el
haces	haces	judíal,
puré	puré	las
cuando	cuando	jogelas
quieres	quieres	y
~;	~;	te
y	y	voy
judías	judías	a
~,	~,	joger
las	las	también,
judías	judías	pero
verdes	verdes	mi
también	también	haz
~,	~,	con
pero	pero	ganada
mías	mías	aquí,
~,	~,	sale,
congeladas	congeladas	me
~.	~.	abrillo
		]			]	sale,
porque	porque	no,
tengo	tengo	me
de	de	abriste
[A-Inn]	[A-Inn]	a
pero	pero	mí
es	es	le
que	que	salen,
son	son	me
cosas	cosas	abriste
de	de	a
[A-Inn]	[A-Inn]	mí,
[A-PIn:	[A-PIn:	me
		echas			echas	abriste
~,	~,	a
que	que	mí
no	no	al
echas	echas	barrio,
		]			]	me
pero	pero	abriste
hay	hay	a
que	que	mí,
hacer	hacer	sale,
todo	to	me
pesado	pesao	abriste
[A-Inn]	[A-Inn]	a
y	y	mí,
aquí	aquí	no,
sale	sale	me
~,	~,	abriste
el	el	a
carne	carne	mí,
membrillo	membrillo	no,
sale	sale	mi
~,	~,
[HS:I2	[HS:I2
		Yo			Yo
~,	~,
me	me
gusta	gusta
muchísimo	muchismo
~;	~;
y	y
sin	sin
en	en
cambio	cambio
les	les
doy	doy
a	a
mis	mis
nietos	nietos
~,	~,
		]			]
el	el
carne	carne
membrillo	membrillo
~,	~,
eh	eh
~,	~,
sale	sale
una	una
cosa	cosa
~…	~…
