estandar	dialectal	whisper
Sí	Sí	que
~,	~,	lo
el	el	tenía
que	que	así,
los	los	el
tenía	tenía	que
sí	sí	lo
~.	~.	tenía,
[HS:E1	[HS:E1	lo
		[Asent]			[Asent]	mataba,
~.	~.	lo
		]			]	salaba
El	El	y
que	que	lo
los	los	tenía
tenía	tenía	para
[OTRAS-EM]	[OTRAS-EM]	comer
lo	lo	hasta
mataba	mataba	que
~,	~,	le
lo	lo	damos
salaban	salaban	qué
y	y	craguer,
los	los	para
tenía	tenía	bears,
para	para	para
comer	comer	que
hasta	hasta	una
que	que	decrease
le	le	se
duraran	duraran	cuTraía
 	 	enSCENARTA
 	 	esa
