estandar	dialectal	whisper
[HCruz:	[HCruz:	Perdoningo
		Dice			Dice	si
que	que	hay
si	si	Medidas
he	he	swimming
hecho	hecho	para
morcillas	morcillas	comoimas.
yo	yo	El
~.	~.	motor
		]			]	Santa
[RISAS]	[RISAS]
Más	Más
que	que
ninguna	ninguna
del	del
pueblo	pueblo
~.	~.
[HS:I2	[HS:I2
		[A-Inn]			[A-Inn]
~.	~.
		]			]
[HS:E1	[HS:E1
		Al			Al
final	final
no	no
~,	~,
no	no
nos	nos
ha	ha
contao	contao
~.	~.
		]			]
Yo	Yo
he	he
matao	matao
hasta	hasta
nueve	nueve
~,	~,
conque	conque
fíjate	fíjate
~.	~.
