estandar	dialectal	whisper
Sí	Sí	y
~,	~,	venía
ir	ir	de
y	y	dolorías
venir	venir	y
todos	tos	me
los	los	llego.
días	días	No,
~.	~.	no,
Y	Y	no,
mis	mis	no,
hijos	hijos	en
y	y	la
mis	mis	autobús,
~…	~…	en
[HS:E2	[HS:E2	la
		¿~			¿~	autobús.
Pero	Pero	Y
llevaban	llevaban	como
ustedes	ustedes	eran,
al	al	eh.
~…	~…	Y
~,	~,	mis
cuando	cuando	hijas
era	era	igual
niño	niño	estudiaron,
~?	~?	¿eh?
		]			]	Y
No	No	joven,
~,	~,	y
no	no	los
~,	~,	son
en	en	niños.
autobús	autobús	Me
~,	~,	parejían
el	el	sermígela
autobús	autobús	de
~.	~.	la
[HS:E2	[HS:E2	dos,
		¿~			¿~	yo
Y	Y	le
cómo	cómo	jodí
eran	eran	el
~…	~…	hijo.
~?	~?	Y
		]			]	las
Y	Y	hijas,
mis	mis	pues,
hijas	hijas	estudiaron,
~,	~,	pues,
igual	igual	el
~.	~.	marzo,
Estudiaron	Estudiaron	me
to-	to-	interra
~.	~.	en
[HS:I2	[HS:I2	las
		[A-Nul]			[A-Nul]	bronjas,
~.	~.	por
		]			]	las
En	En	otras
el	el	institutos.
colegio	colegio	Y
San_Miguel_del_Alabastro	San_Miguel_del_Alabastro	se
el	el	levantó
hijo	hijo	el
~.	~.	horno,
[R-Vcs]	[R-Vcs]	y
Y	Y	así
las	las	venía.
hijas	hijas	Ahora
~,	~,
pues	pues
~,	~,
pues	pues
estudiaron	estudiaron
pues	pues
~,	~,
una	una
estuvo	estuvo
interna	interna
en	en
las	las
monjas	monjas
y	y
después	después
las	las
otras	otras
~,	~,
en	en
instituto	instituto
~.	~.
[HS:E2	[HS:E2
		[Asent]			[Asent]
~.	~.
		]			]
Y	Y
se	se
iban	iban
todos	tos
los	los
días	días
y	y
venir	venir
~.	~.
