estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	a
~,	~,	estudiar
¿~	¿~	no
a	a	hija
estudiar	estudiar	cuando
~?	~?	estaba
No	No	en
~,	~,	esa
hija	hija	macapla
~,	~,	y
cuando	cuando	hablo
estaban	estaban	un
en	en	poquito
Salamanca	Salamanca	de
~,	~,	estudiante,
podían	podían	si.
mu	mu	A
poquitos	poquitos	fin
estudiantes	estudiantes	de
~,	~,	otros
hija	hija	tenemos
~.	~.	un
Aquí	Aquí	hermano
nosotros	nosotros	de
tenemos	tenemos	hermano
un	un	de
hermano	hermano	aquí
~,	~,	que
un	un	es
hermano	hermano	normalmente
de	de	la
aquí	aquí	gente
que	que	de
es	es	aquí
~…	~…	era
~|	~|	que
normalmente	normalmente	en
la	la	síntagos
gente	gente	seminarios,
de	de	porque
por	por	eran
aquí	aquí	más
iban	iban	baratos
casi	casi	y
siempre	siempre	porque
a	a	era
los	los	la
seminarios	seminarios	situación
~,	~,	mejor
porque	porque	para
eran	eran	los
más	más	padres,
baratos	baratos	la
~,	~,	salida
y	y	para
porque	porque	los
era	era	padres
la	la	de
situación	situación	la
mejor	mejor	mía.
pa	pa	Este
los	los	es
padres	padres	lo
~,	~,	que
la	la	teníamos
salida	salida	de
cuando	cuando	escventa,
los	los	que
padres	padres	antes
eran	eran	a
viejos	viejos	los
~.	~.	padres
Es	Es	ni
que	que	probaba
vosotros	vosotros	de
no	no	aquí,
os	os	ven
dais	dais	ninguna
cuenta	cuenta	graza.
que	que	Entonces
antes	antes	se
a	a	venían
los	los	que
padres	padres	ese
no	no	te
le	le	llanto
quedaba	quedaba	de
vejez	vejez	los
de	de	padres
ninguna	ninguna	donde
clase	clase	estudiaron
~.	~.	los
[R-Ind]	[R-Ind]	hijos
Entonces	Entonces	y
se	se	que
tenían	tenían	mejor
que	que	señizó
ir	ir	con
~,	~,	la
se	se	curva.
tenían	tenían	balcony
que	que	de
resguardar	resguardar	táb
los	los
padres	padres
donde	donde
estuvieran	estuvieran
los	los
hijos	hijos
~.	~.
Y	Y
quién	quién
mejor	mejor
que	que
un	un
hijo	hijo
que	que
fuera	fuera
cura	cura
~,	~,
[HS:E1	[HS:E1
		[A-Inn]			[A-Inn]
		]			]
pa	pa
resguardar	resguardar
a	a
los	los
padres	padres
~.	~.
[HS:E2	[HS:E2
		Claro			Claro
~.	~.
Era	Era
~,	~,
era	era
		]			]
¿~	¿~
No	No
comprendéis	comprendéis
~?	~?
