estandar	dialectal	whisper
Eso	Eso	Antes
~,	~,	lo
antes	antes	hacíamos
lo	lo	con
hacíamos	hacíamos	el
con	con	estomaguito
el	el	de
estomaguito	estomaguito	un
de	de	cordero
un	un	o
cordero	cordero	un
o	o	cabrito
un	un	que
cabrito	cabrito	eso
~,	~,	se
que	que	dejaba
eso	eso	secar
se	se	y
dejaba	dejaba	esa
secar	secar	leche,
y	y	eso
esa	esa	es
leche	leche	el
~,	~,	cuajo,
eso	eso	con
es	es	eso
el	el	se
cuajo	cuajo	hacía
~.	~.	el...
Con	Con	se
eso	eso	secava
se	se	y
hacía	hacía	un
el	el	poquito
~…	~…	de
Se	Se	eso
secaba	secaba	con
[HS:E1	[HS:E1	eso
		[Asent]			[Asent]	hacía
~.	~.	seduquezo
		]			]	Ahora
y	y	ya
con	con	no,
un	un	ya
poquito	poquito	sabas
de	de	de
eso	eso	polvos,
~,	~,	que
con	con	será
eso	eso	de
hacías	hacías	lo
el	el	que
queso	queso	sea
~.	~.	ya
Ahora	Ahora	no
ya	ya	se
no	no	puede
~,	~,	dijeros
ahora	ahora	que
es	es	sea
a	a	entonces
base	base	lo
de	de	hacías
polvos	polvos	en
~,	~,	un
que	que	cincho
será	será	de
de	de	madera,
lo	lo	lo
que	que	prestaba
sea	sea	en
~,	~,	el
ya	ya	prestato
no	no	salida
te	te	al
puedo	puedo	suero
decir	decir	lo
de	de	echabas
lo	lo	un
que	que	poquito
es	es	de
~.	~.	sal
Entonces	Entonces	y
lo	lo	al
hacías	hacías	día
en	en	siguiente
un	un	les
cincho	cincho	acabas
de	de	de
madera	madera	él
~,	~,	del
lo	lo	cincho
aplastabas	aplastabas	y
bien	bien	está
aplastadito	aplastaíto	riquísimo
~,	~,	y
salía	salía	el
el	el	sal
suero	suero	no
~,	~,	para
lo	lo	el
echabas	echabas
un	un
poquito	poquito
de	de
sal	sal
~,	~,
y	y
al	al
día	día
siguiente	siguiente
le	le
sacabas	sacabas
del	del
cincho	cincho
y	y
está	está
riquísimo	riquísimo
~,	~,
y	y
el	el
suero	suero
~,	~,
para	para
los	los
cerdos	cerdos
~.	~.
