estandar	dialectal	whisper
Bueno	Bueno	Puedes
~,	~,	postienen
pues	pues	latas
tienen	tienen	y
latas	latas	cositas
y	y	comederos,
cositas	cositas	sabéis
~,	~,	de
comederos	comederos	manera
~,	~,	que
¿~	¿~	los
sabes	sabes	hacen.
~?	~?	Y
~,	~,	claro,
[HS:E1	[HS:E1	a
		~¡~			~¡~	lo
Ah	Ah	mejor,
~,	~,	les
muy	muy	crian
bien	bien	también
~!	~!	con
		]			]	granulos.
de	de	Pero
madera	madera	el
~,	~,	conejo
que	que	más
los	los	rico
hacen	hacen	es
y	y	el...
~,	~,	Vienes
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
y	y
~,	~,
claro	claro
~,	~,
ahora	ahora
mayormente	mayormente
les	les
crían	crían
también	también
con	con
gránulos	gránulos
~.	~.
[HS:E1	[HS:E1
		~¡~			~¡~
Ah	Ah
~!	~!
		]			]
Pero	Pero
el	el
conejo	conejo
más	más
rico	rico
es	es
el	el
~…	~…
~|	~|
la	la
[A-Inn]	[A-Inn]
[R-Grb]	[R-Grb]
