estandar	dialectal	whisper
No	No	no
me	me	me
jodas	jodas	jodas,
~,	~,	no?
no	no	Me
~,	~,	joben
no	no	si,
~.	~.	no,
[HS:E1	[HS:E1	te
		De			De	lo
joven	joven	no
~,	~,	jodas,
sí	sí	por
~.	~.	decir,
		]			]	yo
No	No	no
~,	~,	crea
entero	entero	que
no	no	me
~,	~,	he
no	no	dorecido
jodas	jodas	pero
~,	~,	no,
un	un	no
cordero	cordero	tanto
~.	~.	yo,
Yo	Yo	yo
~,	~,	ha
no	no	puesto
creas	creas	es
~,	~,	por
comedor	comedor	tome
he	he	en
sido	sido	un
pero	pero	cacho,
no	no	ni
~,	~,	por
no	no	revés,
tanto	tanto	sin
~.	~.	simplify,
Yo	Yo	sin
~,	~,	hoguim
yo	yo	rim
apuestas	apuestas
por	por
comer	comer
nunca	nunca
he	he
hecho	hecho
~,	~,
ni	ni
por	por
beber	beber
~.	~.
