estandar	dialectal	whisper
Y	Y	y
esas	esas	eso
son	son	es
las	las	una
meriendas	meriendas	de
que	que	las
se	se	ingredientes
hacen	hacen	que
~,	~,	se
¿~	¿~	hacen
eh	eh	¿Sí?
~?	~?	¿Sí?
[HS:I2	[HS:I2	¿Ves?
		Sí			Sí	Es
~.	~.	una
		]			]	pechita
La	La	que
merienda	merienda	se
a	a	hace
la	la	¿Cuál
que	que	es
iba	iba	la
la	la	pebrera
gente	gente	reducir?
~,	~,	Aquí
[V-Sml]	[V-Sml]	es
[A-Nul]	[A-Nul]	con
las	las	tu
que	que	pared,
hicimos	hicimos	la
aquí	aquí	pared
~.	~.	se
Y	Y	prepara
es	es	una
costumbre	costumbre	cuaza
que	que	de
los	los	pan
padres	padres	con
te	te	tortilla
preparan	preparan	con
un	un	morma
~,	~,	y
una	una	mise
~,	~,	y
una	una	el
cuaja	cuaja	cachofa
de	de	y
pan	pan	eso
con	con	te
~,	~,	le
con	con	pasa
~,	~,	con
con	con	mera,
tortilla	tortilla	a
y	y	la
con	con	foto
~,	~,	y
con	con	vas
mor-	mor-	con
~,	~,	un
con	con	amigo,
longaniza	longaniza	se
y	y	le
alcachofa	alcachofa	dan
~.	~.	y
Y	Y	van
eso	eso	a
te	te	ir
lo	lo	y
ibas	ibas	pasaron
a	a	a
comer	comer	pared
a	a	en
la	la
[L-Otra:	[L-Otra:
		assut			assut
		]			]
y	y
ibas	ibas
con	con
los	los
amigos	amigos
~,	~,
[HS:I2	[HS:I2
		Sí			Sí
~,	~,
sí	sí
~.	~.
		]			]
con	con
las	las
amigas	amigas
y	y
pasas	pasas
la	la
tarde	tarde
allí	allí
~.	~.
