estandar	dialectal	whisper
No	No	estoy
~,	~,	con
estoy	estoy	eso
~…	~…	de
con	con	la
eso	eso	projeción,
de	de	el
la	la	más
profesión	profesión	como
[OTRAS-EM]	[OTRAS-EM]	jugo
Es	Es	y
más	más	güese,
~…	~…	el
como	como	me
Julio_Iglesias	Julio_Iglesias	siento
me	me	más
siento	siento	o
~,	~,	menos,
[HS:E1	[HS:E1	míéndame.
		[Asent]			[Asent]	Sí,
~.	~.	porque
		]			]	era
más	más	famoso,
o	o	o
menos	menos	sea,
~:	~:	y
yendo	yendo	ahora
a	a	para
menos	menos	hacer
~.	~.	lo
[RISAS]	[RISAS]	que
Sí	Sí	hacía,
~,	~,	o
porque	porque	de
era	era	lo
~,	~,	que
era	era	sabes,
famoso	famoso	pues
~,	~,	tienes
[HS:E1	[HS:E1	que
		[Asent]			[Asent]	tener
~.	~.	un
		]			]	cursillo
o	o	de
sea	sea	ocho
~…	~…	horas,
y	y	que
ahora	ahora	te
~,	~,	lo
para	para	regaban
hacer	hacer	por
~…	~…	asistencia,
para	para	y
hacer	hacer	que
lo	lo	no
que	que	te
hacía	hacía	enseñan,
[HS:E1	[HS:E1	nada,
		[Asent]			[Asent]	no
~.	~.	sabía
		]			]	que...
o	o	Esa
~…	~…	mayor
de	de	de
lo	lo	los
que	que	casos,
sabes	sabes	nada.
~,	~,	Pero
[HS:E1	[HS:E1	todo
		[Asent]			[Asent]	es
~.	~.	igual
		]			]	eso,
pues	pues	y
tienes	tienes	eso
que	que	no,
tener	tener	eso
un	un	es
cursillo	cursillo	como
de	de	una
ocho	ocho	dita
horas	horas	de
~.	~.	dura
Que	Que	en
te	te	cubierta,
lo	lo	es
regalan	regalan	si
por	por	quita
asistencia	asistencia	la
~,	~,	tecnología
[HS:E1	[HS:E1	que
		Claro			Claro	ha
~.	~.	salido,
		]			]	es
[R-Mcr]	[R-Mcr]	como
y	y	si
que	que	estuvieramos
no	no	en
te	te	el
enseñan	enseñan	tiempo
nada	nada	que
~,	~,	con
o	o	un
sea	sea	descubrió
que	que	a
~…	~…	América
[HS:E1	[HS:E1	más
		En			En	o
la	la	menos,
mayor	mayor	que
parte	parte	ahora
de	de	se
los	los	duda
casos	casos	y
~,	~,	todo,
nada	nada	si
~.	~.	también
		]			]	lo
Sí	Sí
~.	~.
Pero	Pero
todos	todos
iguales	iguales
~,	~,
y	y
eso	eso
no	no
~…	~…
eso	eso
es	es
como	como
una	una
dictadura	dictadura
encubierta	encubierta
~:	~:
es	es
~,	~,
si	si
quitas	quitas
la	la
tecnología	tecnología
~,	~,
que	que
ha	ha
salido	salido
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
es	es
como	como
si	si
estuviéramos	estuviéramos
en	en
el	el
tiempo	tiempo
que	que
Colón	Colón
descubrió	descubrió
América	América
~,	~,
más	más
o	o
menos	menos
~,	~,
que	que
ahora	ahora
se	se
duda	duda
y	y
todo	todo
si	si
también	también
lo	lo
descubrió	descubrió
~.	~.
[RISAS]	[RISAS]
[Rndo:	[Rndo:
		O			O
sea	sea
que	que
~…	~…
		]			]
[RISAS]	[RISAS]
