estandar	dialectal	whisper
Bueno	Bueno	Bueno,
~,	~,	pues,
pues	pues	se
~…	~…	estepas
esas	esas	en
estepas	estepas	el
~,	~,	invierno,
en	en	no
el	el	se
invierno	invierno	puede
~,	~,	hacer
como	como	dos
no	no	tacos
se	se	ahí,
puede	puede	vamos
hacer	hacer	a
otra	otra	arrancar
cosa	cosa	y
~,	~,	estepas
íbamos	íbamos	al
a	a	montero
arrancar	arrancar	para
estepas	estepas	cocer,
al	al	para
~,	~,	luego
al	al	después
monte	monte	secas,
~,	~,	eso
[HSE1	[HSE1	irá
		[Asent]			[Asent]	en
~.	~.	cina
		]			]	y
para	para	tal,
cocer	cocer	pues,
~,	~,	vamos
para	para	a
luego	luego	ir
después	después	a
~,	~,	la
una	una	parrita
vez	vez	o
secas	secas	si
~,	~,	tal
eso	eso	se
y	y	me
la	la	tiene
encina	encina	el
y	y	horno
tal	tal	para
~,	~,	calentar
pues	pues	ese
~…	~…	horno
~,	~,	y
vamos	vamos	después
~,	~,	que
la	la	viene
encina	encina	a
~,	~,	la...
chaparritos	chaparritos	no
y	y	tenia
tal	tal	en
~,	~,	fin
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
se	se
metía	metía
en	en
el	el
horno	horno
para	para
~,	~,
para	para
calentar	calentar
ese	ese
horno	horno
y	y
después	después
que	que
viniera	viniera
la	la
~…	~…
