estandar	dialectal	whisper
Si	Si	¿Aye
no	no	se
lo	lo	puede
escuchas	escuchas	ir
~…	~…	a
~|	~|	la
que	que	televisión?
~,	~,	Si
que	que	no,
eso	eso	no
no	no	va
~,	~,	a
no	no	salir
va	va	la
a	a	televisión.
salir	salir	No,
en	en	pero
la	la	no,
televisión	televisión	pero
~.	~.	se
[HS:I4	[HS:I4	escucha.
		No			No	Sí,
~…	~…	pero
pero	pero	vaya
bueno	bueno	a
~,	~,	que
pero	pero	tú
se	se	puedes
escucha	escucha	dir
~,	~,	lo
¿~	¿~	que
no	no
~?	~?
		]			]
Sí	Sí
~,	~,
pero	pero
vaya	vaya
~,	~,
que	que
tú	tú
~…	~…
~,	~,
tú	tú
puedes	puedes
decir	decir
lo	lo
que	que
quieras	quieras
~.	~.
