estandar	dialectal	whisper
Bueno	Bueno	Bueno,
~.	~.	ahora
Ahora	Ahora	no
no	no	se
sabrán	sabrán	habrá
ya	ya	en
el	el	la
inglés	inglés	inglesa
porque	porque	porque
se	se	eso
olvidarían	olvidarían	olvidaría,
~,	~,	porque
porque	porque	allí
allí	allí	en
en	en	Canadá
Canadá	Canadá	hablan
hablan	hablan	la
el	el	inglesa.
inglés	inglés	Bueno
~,	~,	pues
¿~	¿~	ya
verdad	verdad	hemos
~?	~?	encontrado.
Bueno	Bueno	Ya
~,	~,	hemos
pos	pos	encontrado
ya	ya	bastante
os	vos	escuiden.
hemos	hemos	Parece
contao	contao	courteyo
~.	~.
[HS:E1	[HS:E1
		No			No
~,	~,
no	no
~,	~,
~¡~	~¡~
qué	qué
va	va
~!	~!
		]			]
Ya	Ya
vos	vos
hemos	hemos
contado	contado
bastantes	bastantes
cuentos	cuentos
ya	ya
~.	~.
[HS:E1	[HS:E1
		No			No
~,	~,
no	no
~.	~.
		]			]
Ya	Ya
bastantes	bastantes
cuentos	cuentos
vos	vos
hemos	hemos
contado	contao
ya	ya
~.	~.
