estandar	dialectal	whisper
[R-Vnt]	[R-Vnt]	Luego
Luego	Luego	si
~,	~,	eran
si	si	muy
eran	eran	grandes
muy	muy	tampoco...
grandes	grandes	Si
~,	~,	son
tampoco	tampoco	que
~…	~…	dan
~;	~;	los
[HS:I1	[HS:I1	que
		No			No	quieres
~.	~.	para
		]			]	todo
si	si	el
eran	eran	año,
~,	~,	se
si	si	coge
son	son	mucho
tiernos	tiernos	a
~,	~,	la
y	y	carne.
quieres	quieres	Y
para	para	si
todo	todo	venía,
el	el	ya,
año	año	esa
~,	~,	es
se	se
encoge	encoge
mucho	mucho
la	la
carne	carne
~.	~.
Y	Y
si	si
tenía	tenía
ya	ya
esa	esa
edad	edad
~…	~…
