estandar	dialectal	whisper
Sí	Sí	un
~,	~,	gesto
ahí	ahí	que
un	un	estaba
~,	~,	ahí
ese	ese	a
que	que	la
está	está	derecha
ahí	ahí	donde
a	a	hemos
la	la	dejado.
~,	~,	Eso
a	a	es
la	la	de
derecha	derecha	Castaño.
donde	donde	Y
hemos	hemos	es
entrado	entrao	muy
~,	~,	viejo.
[OTRAS-EM]	[OTRAS-EM]	Y
eso	eso	eso
es	es	es
de	de	de
castaño	castaño	mal
y	y	vender
es	es	vale
muy	muy	mucho
viejo	viejo	dinero
~.	~.	porque
Y	Y	tiene
hoy	hoy	mucho
~…	~…	de
~,	~,
y	y
eso	eso
se	se
lleva	lleva
a	a
vender	vender
~,	~,
vale	vale
mucho	mucho
dinero	dinero
~,	~,
porque	porque
el	el
~…	~…
~,	~,
tiene	tiene
muchos	muchos
dibujos	dibujos
~.	~.
