estandar	dialectal	whisper
[RISA]	[RISA]	Antes,
Antes	Antes	aguros.
algunos	algunos	Nos
no	no	he
se	se	llevado
llevaban	llevaban	bien
bien	bien	con
con	con	los
~…	~…	hermanos.
~,	~,	Otros,
con	con	pero
los	los	vamos.
hermanos	hermanos	Yo,
~;	~;	de
otros	otros	sacado,
~…	~…	sando,
~,	~,	tengo
pero	pero	que
vamos	vamos	decir
yo	yo	nada.
~,	~,	Contras.
de	de	Si,
esas	esas	pues
cosas	cosas	fueron
no	no	buenos,
tengo	tengo	estuvo
que	que	trabajando
decir	decir	siempre.
nada	nada	Ellos
~,	~,	han
al	al	casado
contrario	contrario	igual,
~.	~.	vieron
Mis	Mis	todos
hijos	hijos	aquí.
fueron	fueron	Cuando
buenos	buenos	en
~,	~,	el
estuvon	estuvon	verano
trabajando	trabajando	nos
siempre	siempre	juntamos
y	y	25
~…	~…	y
~,	~,	30.
ellos	ellos	Taro,
se	se	con
han	han	el
casao	casao	mieto
~,	~,	ya
igual	igual	hay
vienen	vienen
todos	tos
aquí	aquí
cuando	cuando
~…	~…
En	En
el	el
verano	verano
nos	nos
juntamos	juntamos
venticinco	venticinco
y	y
treinta	treinta
~.	~.
Claro	Claro
~,	~,
[HS:E1	[HS:E1
		Claro			Claro
~.	~.
		]			]
[HS:E2	[HS:E2
		[A-Inn]			[A-Inn]
		]			]
con	con
los	los
nietos	nietos
ya	ya
y	y
todo	todo
~.	~.
