estandar	dialectal	whisper
Que	Que	que
dice	dice	dice
que	que	que
todo	todo	todo
el	el	el
que	que	que
~|	~|	hay
Ahí	Ahí	bien
vivían	vivían	los
los	los	guanches,
guanches	guanches	antiguamente,
~,	~,	vivian
antiguamente	antiguamente	los
~,	~,	guanches
vivían	vivían	y
los	los	y
guanches	guanches	y
~.	~.	la
Y	Y	gente
~,	~,	que
y	y	pasaba
~,	~,	por
y	y	ejemplo
la	la	de
gente	gente	noche,
que	que	dice
pasaba	pasaba	que
~,	~,	había
por	por	como
ejemplo	ejemplo	palmada
~,	~,	así
de	de	cosa
noche	noche	y
~,	~,	tiene
dice	dice	contando
que	que	miedo
oían	oían	montón
[R-Inf]	[R-Inf]	y
como	como	esa
palmadas	palmadas	casa
y	y	tenía
cosas	cosas	que
~.	~.	nadie
Y	Y	querer
~,	~,	ir
y	y	ahí
~,	~,	por
y	y	lo
tienen	tienen	por
~|	~|	lo
contando	contando	miedo
miedo	miedo	que
~,	~,	contaba
montones	montones	y
~.	~.	ahí
[HS:E2	[HS:E2	vivian
		Ya			Ya	los
~.	~.	guanches,
		]			]	seguían
Esa	Esa	a
casa	casa	la
tenía	tenía	vacabra,
que	que	maricaban
nadie	nadie	y
quería	quería	con
ir	ir	el
ahí	ahí	marisco
porque	porque	y
~|	~|	ahí
por	por	vivian
los	los	los
~,	~,	guanches
por	por	y
los	los	ahí
miedos	mieos	vivian
que	que	los
~,	~,
[RISAS]	[RISAS]
[Rndo:	[Rndo:
		que			que
contaban	contaban
		]			]
~.	~.
Sí	Sí
~.	~.
[Asent]	[Asent]
~.	~.
Y	Y
ahí	ahí
vivían	vivían
los	los
guanches	guanches
~.	~.
Se	Se
iban	iban
a	a
Aguacabras	Aguacabras
~,	~,
mariscaban	mariscaban
~,	~,
y	y
cogían	cogían
marisco	marisco
~,	~,
y	y
~…	~…
ahí	ahí
vivían	vivían
de	de
lo	lo
que	que
vivían	vivían
~.	~.
Y	Y
ahí	ahí
vivían	vivían
los	los
guanches	guanches
~.	~.
