estandar	dialectal	whisper
No	No	No,
no	no	no,
~,	~,	no
no	no	estaban
estábamos	estábamos	los
vigilados	vigilados	vivi
ni	ni	lados
~…	~…	de
[HS:E1	[HS:E1	muy
		[Asent]			[Asent]	poco,
~.	~.	la
		]			]	voy
Muy	Muy	a
poco	poco	decir
~,	~,	que
la	la	no
Guardia_Civil	Guardia_Civil	me
vino	vino	he
muy	muy	ido
poco	poco	muy
aquí	aquí	poco.
~,	~,	No
vino	vino	te
muy	muy	he
poco	poco	ido
~.	~.	muy
Ahora	Ahora	poco.
~,	~,	Ahora
el	el	que
pueblo	pueblo	la
era	era	populara
pacífico	pacífico	pasificó,
~,	~,	puedo
pues	pues	ser
~…	~…	pasificó,
~,	~,	pero
al	al	ya
ser	ser	no...
pacífico	pacífico	Te
~,	~,	muerde
pues	pues	en
ya	ya	otroрал
no	no	de
~…	~…
~,	~,
no	no
[A-Nul]	[A-Nul]
~.	~.
[HS:E1	[HS:E1
		No			No
había	había
problemas	problemas
~.	~.
		]			]
No	No
~.	~.
