estandar	dialectal	whisper
Ese	Ese	ahí
de	de	pues
ahí	ahí	a
~.	~.	un
Pues	Pues	momento
a	a	estábamos,
lo	lo	unos
mejor	mejor	aquí
estábamos	estábamos	y
una	una	otros
~|	~|	aquí
unos	unos	y
aquí	aquí	nosotros
y	y	veíamos
otros	otros	porque
aquí	aquí	se
~,	~,	muestem,
y	y	meten,
nosotros	nosotros	munjan
decíamos	decíamos	las
~:	~:	de
		Villarri,
¿~	¿~	porque
Por	Por	no
qué	qué	tienen
se	se	que
mue-	mue-	la
~,	~,	ría
meten	meten	de
monjas	monjas	el
las	las	parejil,
de	de	en
Villarrín	Villarrín	las
~?	~?	barras,
Porque	Porque	en
no	no	las
tienen	tienen	barras,
quien	quien	en
las	las	las
ría	ría	barras,
el	el	en
perejil	perejil	las
~,	~,	ricas
y	y	va
anda	anda	y
pa	pa	ricas
acá	acá	bien
y	y	y
pa	pa	nosotros,
allá	allá	pues
~.	~.	a
		]			]	un
[HS:I2	[HS:I2	mote
		Se			Se	de
reían	reían	anotas,
~.	~.	las
		]			]	barras
[RISA]	[RISA]	parecidas,
Eran	Eran	a
risas	risas	veces
va	va	y
y	y	más
risas	risas	armas,
viene	viene	y
~.	~.	enencia
Y	Y	la
los	los
otros	otros
~,	~,
pues	pues
a	a
lo	lo
mejor	mejor
te	te
decían	decían
otra	otra
bobada	bobada
parecida	parecida
~,	~,
¿~	¿~
sabes	sabes
~?	~?
~,	~,
a	a
los	los
de	de
Villalba	Villalba
~.	~.
[HS:I2	[HS:I2
		Villalba			Villalba
~.	~.
		]			]
Y	Y
así	así
era	era
la	la
cosa	cosa
~.	~.
[RISA]	[RISA]
