estandar	dialectal	whisper
La	La	La
carne	carne	carne,
~,	~,	llamamos
lo	lo	en
echábamos	echábamos	la
en	en	máquina
la	la	y
máquina	máquina	salía
y	y	picaíto
salía	salía	a
picadito	picaíto	mano,
~,	~,	a
a	a	mano,
mano	mano	a
~,	~,	máquina
a	a	de
mano	mano	la
~,	~,	mano,
más	más	todavía.
que	que	Y
na	na	para
era	era	hacer
a	a	el
mano	mano	butido
~,	~,	también,
que	que	verte
había	había	a
~…	~…	la
[HS:E1	[HS:E1	típica
		Sí			Sí	en
~.	~.	el
		]			]	butillo
y	y	que
para	para	llamaba
hacer	hacer	y
el	el	va
embutido	embutido	saliendo
también	también	y
~,	~,	otros
metía	metía	y
la	la	van
tripa	tripa	a
en	en	estar
el	el	con
~,	~,	el
en	en	hilo
el	el	haciendo
embudillo	embudillo	los
~,	~,	chorizos,
que	que	así
llaman	llaman	que
y	y	uno
tirabas	tirabas	cada
~,	~,	uno
iba	iba	hace
saliendo	saliendo	una
y	y
otras	otras
iban	iban
atando	atando
con	con
el	el
hilo	hilo
~,	~,
haciendo	haciendo
los	los
chorizos	chorizos
y	y
así	así
cada	cada
uno	uno
hace	hace
una	una
cosa	cosa
~.	~.
