estandar	dialectal	whisper
Ese	Ese	que
es	es	es
el	el	el
motivo	motivo	motivo
de	de	de
que	que	que
ya	ya	ya
te	te	te
digo	digo	digo
era	era	era
muy	muy	muy
ganadera	ganadera	ganadera
Jumilla	Jumilla	a
~,	~,	Humilla,
que	que	que
había	había	había
ganaos	ganaos	ganado
de	de	de
ovejas	ovejas	ovejas,
~,	~,	que
[HS:E1	[HS:E1	ahora
		[Asent]			[Asent]	también
~.	~.	iban
		]			]	a
que	que	ovejas
ahora	ahora	musones,
también	también
hay	hay
ganaos	ganaos
de	de
ovejas	ovejas
muy	muy
grandes	grandes
en	en
Jumilla	Jumilla
~.	~.
